duration_sec,duration_hms,video_id,title
2509,00:41:49,BXU0cZHVO7g,"How to Grow your small trading account | "
3625,01:00:25,kcUdmkYemic,"How to Trade Part-time With A Full Time Job"
1970,00:32:50,LHm0HupJsxw," part-time trader ,"
2325,00:38:45,dJvQW97D9fE,"Passive trading  Part time Trader"
880,00:14:40,u219vywHlDM,"stop trading - "
3468,00:57:48,ZYjKux_Drws,"Unshakeable Your Financial Freedom Playbook | "
2693,00:44:53,WycbQEJHsyg,"Triple Exponential Moving Average"
2256,00:37:36,PpfvHd6pW00," Minimalism "
2948,00:49:08,tZvEh-QiR2k,"Black swan theory By Nassim Taleb"
1385,00:23:05,d0oSfZpqJ3w,"  By Simon Sinek"
1865,00:31:05,vex1I9pGvbk,"Russia-Ukraine (crisis)"
1877,00:31:17,p3CmVQCDDoY," Personal Process "
4131,01:08:51,AsLumYtaCsk," Forex&Crypto currency - EP15"
3145,00:52:25,VrnBLVpojfo,"Price behavior analysis with Price Cluster"
1756,00:29:16,8_scdo7S-AI,"Time management |"
2798,00:46:38,jzGZz5i3RE0," - Dollars and Sense By Dan Ariely"
4298,01:11:38,CXzYs00PUT8,"Momentum Analysis -"
1343,00:22:23,N0yr7nhv9WQ,"How to Read a Book- ?"
2256,00:37:36,fm_4SNVKjvk,""
4783,01:19:43,3Y8c-WqRU6M," Forex&Crypto currency - EP14"
3611,01:00:11,GD-BGq5YpR8," Paper Trading"
3704,01:01:44,7TYExqxS3zg,"   History of the United States in Five Crashes"
4643,01:17:23,aOiyj9dM4TA," Forex&Crypto currency - EP13"
2411,00:40:11,hzCGFiiSYOA,"The Short Seller - Fahmi Quadir"
2425,00:40:25,6TIv29oSGls,"Support and resistance "
1904,00:31:44,4C--3m00rQY,"I Will Teach You to Be Rich"
4778,01:19:38,82lI5t-RpRo," Forex&Crypto currency - EP12"
3771,01:02:51,y8F1azn32ME,"Survival Guide for Traders -"
1430,00:23:50,ivksR97otik," Millennial  Ray Dalio"
6731,01:52:11,vpejm_TqffI," Forex&Crypto currency - EP11"
3651,01:00:51,9ZT0Bq8Vvp8,"Trend Line For Trading ,  "
1414,00:23:34,C1W8c7DVy4o," Rule of Thumb  Ray Dalio"
1418,00:23:38,iKgn-L6uV8Q," ?"
4353,01:12:33,f7N6utdR5DA,"Develop a best trading plan with decision trees method"
2568,00:42:48,tGtIYt4kVC8," Risk of Ruin"
5234,01:27:14,qu6C00ACP5g," Forex&Crypto currency - EP10"
1589,00:26:29,nF5hgnglUO4," By Ray Dalio"
98,00:01:38,MaV_SE0mRe0," DQN Momentum GRID , Robot trading"
1800,00:30:00,-Lb6ajfE_gw,"Adaptive Risk Perception "
3022,00:50:22,5OSWCuv4YiM,"Book Review  8  2021"
2320,00:38:40,7O9E8E2EbGw,"The science of technical analysis  Brian Shannon "
1478,00:24:38,B0lfn36bjE8,""
943,00:15:43,_woEG28NBYg,"2022 New Year Gift for Trader"
5104,01:25:04,P19ggpkw0eE," Forex&Crypto currency - EP09"
3255,00:54:15,8q7PDghoRVY,"Volume Weighted Average Price ,"
1528,00:25:28,sXSbbOb0qpg,"Volatility Contraction Pattern , Mark Minervini"
1817,00:30:17,ZJUisNu44dI,"Quantitative Technical Analysis"
2307,00:38:27,v908GWV0_LA,"Q&A  Trading Journals  template "
4772,01:19:32,07Lc6qavyt0," Forex&Crypto currency - EP08"
783,00:13:03,VfnZTfchUhI," Hack  scam "
4461,01:14:21,zWxwsSprdWg,"The Dhandho Investor , VI "
2151,00:35:51,ALyo6mNizRU,"Q&A  20,000 ?"
5546,01:32:26,OypmE9Ujmvc," Forex&Crypto currency - EP07"
4335,01:12:15,S7iiMhYzTz8,"The Mathematics of Money Management-"
627,00:10:27,Dg1DFFNib8M,"Q&A EP07 "
1529,00:25:29,M5NdVbpBaVc,"Q&A EP06 ?"
4671,01:17:51,6DuvIOVRlkY," Forex&Crypto currency - EP06"
3262,00:54:22,oYBfMZ85n0E,"3 MInute Paper Review :The Trinity Portfolio"
2028,00:33:48,HjNHo6HMNN0,"Are you a crypto addict?  Crypto Currency "
1727,00:28:47,cBS_yPBp0RQ," Leverage  Volatility Scaling"
5111,01:25:11,22yZn3xXj_w," Forex&Crypto currency - EP05"
5080,01:24:40,C23ohxn3Lss,"Leveraged Trading (Book Review) , Forex / Crypto Futures "
2016,00:33:36,kAfiJHUs2SI,"Q&A EP04 ?"
2421,00:40:21,6vv_n4LZARk,"Quantitative Data Analysis "
4880,01:21:20,rkmtaR4kAIY," Forex&Crypto currency - EP04"
3498,00:58:18,iXQAo7Spf9Y,"3 MInute Paper Review :A Century of Evidence on Trend-Following"
3279,00:54:39,Zqe-hF08QhM,"Q&A EP02 -"
1730,00:28:50,2Opl7hKhEH0,"Q&A EP01-?"
1454,00:24:14,unXnwYHm7yc,"!!! "
1378,00:22:58,61hNgQL-osk,"  1"
1898,00:31:38,jiCWcp_KAMA," The $100 Startup"
1856,00:30:56,PL_ZR_3OEwM,"Business Model Canvas "
1184,00:19:44,BfZj_NdKzlo,"Volatility &Time"
1595,00:26:35,31trx1Zi-9U,"How to start trading ()"
1565,00:26:05,O7n5WjtyJxs,"?"
1198,00:19:58,SJyUg4l-6gw,"Pareto Principle "
1612,00:26:52,h2YVa7JaH2E,""
1532,00:25:32,dNgh_VTSfVg,""
1408,00:23:28,5HDyZXMEqHU,"  "
1688,00:28:08,r2wUYzyIQqM,"5 TFEX"
788,00:13:08,3qtf_DzwpSY,""
1393,00:23:13,_CHGlMVpjkQ,"5 app  "
1693,00:28:13,yZ8B08xXDkY,"Passion "
1726,00:28:46,YZTeuqGXVFU," "
1320,00:22:00,3oo3kK3P3MI,""
1136,00:18:56,ud_YRtVPm18," ?? "
1966,00:32:46,nzLlafXK0uE,"Robot trading : Back Testing"
3374,00:56:14,G0hRlowLO04,"Robot trading :Expert Adviser 02"
1726,00:28:46,HyimcF75aiE,"Robot trading :System Optimization"
2347,00:39:07,BTTN0BHozgw,"Robot trading :System Evaluation"
1922,00:32:02,N6I9IZmuc_M,"Robot trading :Expert Adviser 01"
2225,00:37:05,kLYu3kCQ5Xw,"Introduction to MQL4 :Meta Trader Script"
2566,00:42:46,6vFff_QrRQU,"Introduction to MQL4 :Custom indicator II"
1715,00:28:35,l4eUJq9E0Yk,"Introduction to MQL4 :Custom indicator I"
2213,00:36:53,voGEFflkxFU,"Introduction to MQL4 : Function 02"
1330,00:22:10,3m62amOhOr4,"Introduction to MQL4 : Function 01"
1573,00:26:13,VmMx4axJ_Rw,"Introduction to MQL4 :Operation"
1446,00:24:06,NiHvbwTzIO0,"Introduction to MQL4"
1549,00:25:49,pA3tcH_5RlM,"Creating your own exploration 05"
1046,00:17:26,nYxrJ2OZXT8,"Creating your own exploration 04"
464,00:07:44,aaSDctjlDzk,"Creating your own exploration 03"
620,00:10:20,B45sW2UqepQ,"Creating your own exploration 02"
877,00:14:37,YlYM6AOlWzc,"Creating your own exploration 01"
832,00:13:52,yt-Y2mtSajo,"Amibroker -Analysis Window"
1279,00:21:19,N_DrK9TV3ho,"Amibroker -Creating your own indicators05"
974,00:16:14,rEfmWJOEB24,"Amibroker -Creating your own indicators04"
848,00:14:08,9iRvmoLxYDw,"Amibroker -Creating your own indicators03"
1328,00:22:08,SgRBRm3fZic,"Amibroker -Creating your own indicators02"
1614,00:26:54,ZFJo3FO3b1E,"Amibroker -Creating your own indicators01"
809,00:13:29,fMZsx3CzVls,"Amibroker Tutorial-AFL Formula Editor"
247,00:04:07,sfasZ9NNcyA,"Amibroker Tutorial-Custom Indicator"
518,00:08:38,CNJVDvaEFo8,"Amibroker Tutorial-Moving Average"
934,00:15:34,Rz7Csxjzae0,"Amibroker Tutorial-Basic Technical indicator"
362,00:06:02,m3Qqu0Metn8,"Amibroker Tutorial-Support & Resistance"
608,00:10:08,NLm0LE_WBEE,"Amibroker Tutorial-Fibonacci Retracement"
579,00:09:39,7ac8l9Nq8bQ,"Amibroker Tutorial-Regression Channel"
899,00:14:59,46JdhnAiUcs,"Amibroker Tutorial - Trend Line"
1081,00:18:01,ZNGC5KnSYUU,"Amibroker Tutorial -Layout & Window"
404,00:06:44,FQQA09XUrJ4,"Amibroker Tutorial -Chart Theme & Configuration"
577,00:09:37,dy7agcpHlkM,"Amibroker Tutorial -Watchlist"
1616,00:26:56,G1_w2f4xhk4,"Amibroker Tutorial - Basic Chart"
1671,00:27:51,0YNJiHI4bQA,"How to Use Trailing Stop 3:  5   Trailing Stop Order"
544,00:09:04,rfSUBRtyLIk,"How to Use Trailing Stop 2: / Trailing Stop"
834,00:13:54,XzVdzoTUCz4,"How to Use Trailing Stop 1: / Trailing Stop"
445,00:07:25,ZNcZ4BY_YFU,"Overconfidence effect"
539,00:08:59,VHR20njNhC4,"Disposition effect"
2128,00:35:28,T1ar1lY2p5I,"Bias"
1707,00:28:27,t__kJahlBkA,""
1338,00:22:18,5RYm-WXoNR0,""
3409,00:56:49,RUpHq-1RFOU,"Lessons From Ray Dalio"
3195,00:53:15,gg0xZ_ehSV4,"5 key to success Van K. Tharp"
3135,00:52:15,rMcC-Fzh270,"On Balance Volume (OBV)"
2702,00:45:02,T39ZWmF5uYk,"How  To Survive The Trading Game"
4023,01:07:03,nveGbLRY9rk,"Trading with Ichimoku Kinko Hyo"
5056,01:24:16,Fk2e-Otl9KA,"Professional Trader"
4550,01:15:50,aTRgfuRH4t0,"Long term systematic trader"
3045,00:50:45,UOlFO8jJPXw,"Trailing Stop Method"
5503,01:31:43,_DGh2ABYtZw,"How to Improve Your Trading performance"
4979,01:22:59,7tOCV6GoP9o,"fin tech Startup(trading&investment)"
4595,01:16:35,QXy7txx36ts,"Risk management"
3810,01:03:30,5EdS_n_0MYQ,"Measuring trend strength with ADX"
4257,01:10:57,Dg4tpm_5keA,"Trend line & Channel"
5368,01:29:28,ut-c_Sp4iM0," Williams Percent Range  Larry william"
3452,00:57:32,NtgxQ62Zybs,"Quant King :jame simon"
5901,01:38:21,IOmmr3bbG4Q,"Ed Sekota"
5267,01:27:47,3fQU-3PxIGI,"Basic moving average"
4756,01:19:16,-rGUnambuQk,"  traders:"
5176,01:26:16,XygMd-FJLus,"How To Start Trading"
7356,02:02:36,oJdGIxEXIxU,"Volume Analysis"
7249,02:00:49,c9wGvTF6i2U," - Mindset "
7055,01:57:35,jj5DOyqTREU,"Algorithmic trading"
3986,01:06:26,-STXXKQmpPI,"Advance bollingerband"
2842,00:47:22,DwADpj6fB04," Parabolic SAR "
4763,01:19:23,B130Pqh85AA,"Paul Tudor Jones"
6540,01:49:00,taK3l_sT_4s,"Trend Following Trading Systems | "
5233,01:27:13,sRyRynjx07w,"How to Survive a Stock Market"
2233,00:37:13,0QJQ9mgrfpo,"traderview trading app introduction"
5794,01:36:34,v8d33KpV35Y,"Edward Thorp, Super Quant trader"
5995,01:39:55,t4OY-yRf560,"Speculation as a Fine Art"
6735,01:52:15,MxCrcPndW1g,"High probability price pattern"
4350,01:12:30,M5-lao_Bpas," : High Performance Trading"
1457,00:24:17,XyU0iLC_T5o,"Orental startegies 2015"
5465,01:31:05,Bp8CqY-C2e0,"Alligator Trading strategies  Bill Williams  2"
5025,01:23:45,nUyIhY5e9nY,"Alligator Trading strategies  Bill Williams  1"
5099,01:24:59,flch6T0zs1c,"Trader diary"
6735,01:52:15,jU-FI-oIG3Y,"trade like a business"
3220,00:53:40,1ya-x5np-ao,"Trading Syetem 101"
1519,00:25:19,4yQ2j84ArbE,"ray dalio"
2524,00:42:04,Su7fk7M5oa4," MetaTrader4 EP02"
2149,00:35:49,IB8pNTeS1Yc," MetaTrader4 EP01"
2486,00:41:26,Ubca0SuTSWw," Robot Trading"
2271,00:37:51,k4_SsvYS6lY,"Relative Strength"
