"ea","path","guess_type","symbol","m2_trades","m2_report","m1_ran","m1_report","m1_pf","m1_trades","m1_net","m1_eqdd","tier","note","ea_index"
"DUCK_Trand","2025-11\DUCK_Trand\DUCK_Trand.ex5","unknown-ea","USDJPY","0","MS5_0096_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","96"
"DUCK_Trand","2025-11\DUCK_Trand\DUCK_Trand.ex5","unknown-ea","AUDNZD","0","MS5_0096_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","96"
"EA_RanThong_M1 BUG","2025-11\EA_RanThong_M1 BUG\EA_RanThong_M1 BUG.ex5","unknown-ea","XAUUSD","0","MS5_0097_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","97"
"EA_RanThong_M1 BUG","2025-11\EA_RanThong_M1 BUG\EA_RanThong_M1 BUG.ex5","unknown-ea","EURUSD","0","MS5_0097_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","97"
"EA_RanThong_M1 BUG","2025-11\EA_RanThong_M1 BUG\EA_RanThong_M1 BUG.ex5","unknown-ea","USDJPY","0","MS5_0097_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","97"
"EA_RanThong_M1 BUG","2025-11\EA_RanThong_M1 BUG\EA_RanThong_M1 BUG.ex5","unknown-ea","AUDNZD","0","MS5_0097_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","97"
"EA_RunThong_M1 BUG edit","2025-11\EA_RunThong_M1 BUG edit\EA_RunThong_M1 BUG edit.ex5","unknown-ea","XAUUSD","0","MS5_0098_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","98"
"EA_RunThong_M1 BUG edit","2025-11\EA_RunThong_M1 BUG edit\EA_RunThong_M1 BUG edit.ex5","unknown-ea","EURUSD","0","MS5_0098_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","98"
"EA_RunThong_M1 BUG edit","2025-11\EA_RunThong_M1 BUG edit\EA_RunThong_M1 BUG edit.ex5","unknown-ea","USDJPY","0","MS5_0098_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","98"
"EA_RunThong_M1 BUG edit","2025-11\EA_RunThong_M1 BUG edit\EA_RunThong_M1 BUG edit.ex5","unknown-ea","AUDNZD","0","MS5_0098_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","98"
"EA_RunThong_M1_Final","2025-11\EA_RunThong_M1_Final\EA_RunThong_M1_Final.ex5","unknown-ea","XAUUSD","0","MS5_0099_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","99"
"EA_RunThong_M1_Final","2025-11\EA_RunThong_M1_Final\EA_RunThong_M1_Final.ex5","unknown-ea","EURUSD","0","MS5_0099_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","99"
"EA_RunThong_M1_Final","2025-11\EA_RunThong_M1_Final\EA_RunThong_M1_Final.ex5","unknown-ea","USDJPY","0","MS5_0099_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","99"
"EA_RunThong_M1_Final","2025-11\EA_RunThong_M1_Final\EA_RunThong_M1_Final.ex5","unknown-ea","AUDNZD","0","MS5_0099_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","99"
"EA_RunThong_M1_Fixed","2025-11\EA_RunThong_M1_Fixed\EA_RunThong_M1_Fixed.ex5","unknown-ea","XAUUSD","0","MS5_0100_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","100"
"EA_RunThong_M1_Fixed","2025-11\EA_RunThong_M1_Fixed\EA_RunThong_M1_Fixed.ex5","unknown-ea","EURUSD","0","MS5_0100_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","100"
"EA_RunThong_M1_Fixed","2025-11\EA_RunThong_M1_Fixed\EA_RunThong_M1_Fixed.ex5","unknown-ea","USDJPY","0","MS5_0100_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","100"
"EA_RunThong_M1_Fixed","2025-11\EA_RunThong_M1_Fixed\EA_RunThong_M1_Fixed.ex5","unknown-ea","AUDNZD","0","MS5_0100_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","100"
"EX143","2025-11\EX143\EX143.ex5","unknown-ea","XAUUSD","0","MS5_0101_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","101"
"EX143","2025-11\EX143\EX143.ex5","unknown-ea","EURUSD","0","MS5_0101_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","101"
"EX143","2025-11\EX143\EX143.ex5","unknown-ea","USDJPY","0","MS5_0101_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","101"
"EX143","2025-11\EX143\EX143.ex5","unknown-ea","AUDNZD","0","MS5_0101_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","101"
"EX185 - EMA Cross Over and Modify TP","2025-11\EX185 - EMA Cross Over and Modify TP-2\EX185 - EMA Cross Over and Modify TP-2\EX185 - EMA Cross Over and Modify TP.ex5","unknown-ea","XAUUSD","0","MS5_0102_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","102"
"EX185 - EMA Cross Over and Modify TP","2025-11\EX185 - EMA Cross Over and Modify TP-2\EX185 - EMA Cross Over and Modify TP-2\EX185 - EMA Cross Over and Modify TP.ex5","unknown-ea","EURUSD","0","MS5_0102_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","102"
"EX185 - EMA Cross Over and Modify TP","2025-11\EX185 - EMA Cross Over and Modify TP-2\EX185 - EMA Cross Over and Modify TP-2\EX185 - EMA Cross Over and Modify TP.ex5","unknown-ea","USDJPY","0","MS5_0102_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","102"
"EX185 - EMA Cross Over and Modify TP","2025-11\EX185 - EMA Cross Over and Modify TP-2\EX185 - EMA Cross Over and Modify TP-2\EX185 - EMA Cross Over and Modify TP.ex5","unknown-ea","AUDNZD","0","MS5_0102_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","102"
"EX199- Multi Group Scalping EA [Fibonacci and RSI]","2025-11\EX199- Multi Group Scalping EA [Fibonacci and RSI]\EX199- Multi Group Scalping EA [Fibonacci and RSI].ex5","scalper","XAUUSD","0","","False","",,,,,"","source-missing","103"
"EX199- Multi Group Scalping EA [Fibonacci and RSI]","2025-11\EX199- Multi Group Scalping EA [Fibonacci and RSI]\EX199- Multi Group Scalping EA [Fibonacci and RSI].ex5","scalper","EURUSD","0","","False","",,,,,"","source-missing","103"
"EX199- Multi Group Scalping EA [Fibonacci and RSI]","2025-11\EX199- Multi Group Scalping EA [Fibonacci and RSI]\EX199- Multi Group Scalping EA [Fibonacci and RSI].ex5","scalper","USDJPY","0","","False","",,,,,"","source-missing","103"
"EX199- Multi Group Scalping EA [Fibonacci and RSI]","2025-11\EX199- Multi Group Scalping EA [Fibonacci and RSI]\EX199- Multi Group Scalping EA [Fibonacci and RSI].ex5","scalper","AUDNZD","0","","False","",,,,,"","source-missing","103"
"EX200 - Multi Group Scalping EA [HFT]","2025-11\EX200 - Multi Group Scalping EA [HFT]\EX200 - Multi Group Scalping EA [HFT].ex5","scalper","XAUUSD","0","","False","",,,,,"","source-missing","104"
"EX200 - Multi Group Scalping EA [HFT]","2025-11\EX200 - Multi Group Scalping EA [HFT]\EX200 - Multi Group Scalping EA [HFT].ex5","scalper","EURUSD","0","","False","",,,,,"","source-missing","104"
"EX200 - Multi Group Scalping EA [HFT]","2025-11\EX200 - Multi Group Scalping EA [HFT]\EX200 - Multi Group Scalping EA [HFT].ex5","scalper","USDJPY","0","","False","",,,,,"","source-missing","104"
"EX200 - Multi Group Scalping EA [HFT]","2025-11\EX200 - Multi Group Scalping EA [HFT]\EX200 - Multi Group Scalping EA [HFT].ex5","scalper","AUDNZD","0","","False","",,,,,"","source-missing","104"
"Exposure MT5","2025-11\Exposure MT5\Exposure MT5.ex5","unknown-ea","XAUUSD","0","MS5_0105_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","105"
"Exposure MT5","2025-11\Exposure MT5\Exposure MT5.ex5","unknown-ea","EURUSD","0","MS5_0105_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","105"
"Exposure MT5","2025-11\Exposure MT5\Exposure MT5.ex5","unknown-ea","USDJPY","0","MS5_0105_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","105"
"Exposure MT5","2025-11\Exposure MT5\Exposure MT5.ex5","unknown-ea","AUDNZD","0","MS5_0105_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","105"
"HedgeGridEA","2025-11\HedgeGridEA\HedgeGridEA.ex5","grid-recovery","XAUUSD","0","MS5_0106_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","106"
"HedgeGridEA","2025-11\HedgeGridEA\HedgeGridEA.ex5","grid-recovery","EURUSD","0","MS5_0106_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","106"
"HedgeGridEA","2025-11\HedgeGridEA\HedgeGridEA.ex5","grid-recovery","USDJPY","0","MS5_0106_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","106"
"HedgeGridEA","2025-11\HedgeGridEA\HedgeGridEA.ex5","grid-recovery","AUDNZD","0","MS5_0106_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","106"
"JUM STO EA","2025-11\JUM STO EA\JUM STO EA.ex5","unknown-ea","XAUUSD","0","MS5_0107_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","107"
"JUM STO EA","2025-11\JUM STO EA\JUM STO EA.ex5","unknown-ea","EURUSD","0","MS5_0107_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","107"
"JUM STO EA","2025-11\JUM STO EA\JUM STO EA.ex5","unknown-ea","USDJPY","0","MS5_0107_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","107"
"JUM STO EA","2025-11\JUM STO EA\JUM STO EA.ex5","unknown-ea","AUDNZD","0","MS5_0107_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","107"
"Magic 20250101  Fast Close","2025-11\Magic 20250101  Fast Close\Magic 20250101  Fast Close.ex5","unknown-ea","XAUUSD","0","MS5_0108_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","108"
"Magic 20250101  Fast Close","2025-11\Magic 20250101  Fast Close\Magic 20250101  Fast Close.ex5","unknown-ea","EURUSD","0","MS5_0108_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","108"
"Magic 20250101  Fast Close","2025-11\Magic 20250101  Fast Close\Magic 20250101  Fast Close.ex5","unknown-ea","USDJPY","0","MS5_0108_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","108"
"Magic 20250101  Fast Close","2025-11\Magic 20250101  Fast Close\Magic 20250101  Fast Close.ex5","unknown-ea","AUDNZD","0","MS5_0108_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","108"
"OVERALL PERFORMANCE v1.00","2025-11\OVERALL PERFORMANCE v1.00\งานนำเสนอ Microsoft PowerPoint ใหม่\OVERALL PERFORMANCE v1.00.ex5","unknown-ea","XAUUSD","0","MS5_0109_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","109"
"OVERALL PERFORMANCE v1.00","2025-11\OVERALL PERFORMANCE v1.00\งานนำเสนอ Microsoft PowerPoint ใหม่\OVERALL PERFORMANCE v1.00.ex5","unknown-ea","EURUSD","0","MS5_0109_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","109"
"OVERALL PERFORMANCE v1.00","2025-11\OVERALL PERFORMANCE v1.00\งานนำเสนอ Microsoft PowerPoint ใหม่\OVERALL PERFORMANCE v1.00.ex5","unknown-ea","USDJPY","0","MS5_0109_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","109"
"OVERALL PERFORMANCE v1.00","2025-11\OVERALL PERFORMANCE v1.00\งานนำเสนอ Microsoft PowerPoint ใหม่\OVERALL PERFORMANCE v1.00.ex5","unknown-ea","AUDNZD","0","MS5_0109_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","109"
"ProfitInfo MT5 [17ProMax] by NVF","2025-11\ProfitInfo MT5 [17ProMax] by NVF\ProfitInfo MT5 [17ProMax] by NVF.ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","source-missing","110"
"ProfitInfo MT5 [17ProMax] by NVF","2025-11\ProfitInfo MT5 [17ProMax] by NVF\ProfitInfo MT5 [17ProMax] by NVF.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","source-missing","110"
"ProfitInfo MT5 [17ProMax] by NVF","2025-11\ProfitInfo MT5 [17ProMax] by NVF\ProfitInfo MT5 [17ProMax] by NVF.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","source-missing","110"
"ProfitInfo MT5 [17ProMax] by NVF","2025-11\ProfitInfo MT5 [17ProMax] by NVF\ProfitInfo MT5 [17ProMax] by NVF.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","source-missing","110"
"SNOWBALL GENIUS HYBRID","2025-11\SNOWBALL GENIUS HYBRID\SNOWBALL GENIUS HYBRID.ex5","unknown-ea","XAUUSD","0","MS5_0111_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","111"
"SNOWBALL GENIUS HYBRID","2025-11\SNOWBALL GENIUS HYBRID\SNOWBALL GENIUS HYBRID.ex5","unknown-ea","EURUSD","0","MS5_0111_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","111"
"SNOWBALL GENIUS HYBRID","2025-11\SNOWBALL GENIUS HYBRID\SNOWBALL GENIUS HYBRID.ex5","unknown-ea","USDJPY","0","MS5_0111_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","111"
"SNOWBALL GENIUS HYBRID","2025-11\SNOWBALL GENIUS HYBRID\SNOWBALL GENIUS HYBRID.ex5","unknown-ea","AUDNZD","0","MS5_0111_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","111"
"TEMPO MODEL  v3.31_BTCUSD_H1_EX251231","2025-11\TEMPO MODEL  v3.31_BTCUSD_H1_EX251231\TEMPO MODEL  v3.31_BTCUSD_H1_EX251231.ex5","unknown-ea","XAUUSD","0","MS5_0112_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","112"
"TEMPO MODEL  v3.31_BTCUSD_H1_EX251231","2025-11\TEMPO MODEL  v3.31_BTCUSD_H1_EX251231\TEMPO MODEL  v3.31_BTCUSD_H1_EX251231.ex5","unknown-ea","EURUSD","0","MS5_0112_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","112"
"TEMPO MODEL  v3.31_BTCUSD_H1_EX251231","2025-11\TEMPO MODEL  v3.31_BTCUSD_H1_EX251231\TEMPO MODEL  v3.31_BTCUSD_H1_EX251231.ex5","unknown-ea","USDJPY","0","MS5_0112_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","112"
"TEMPO MODEL  v3.31_BTCUSD_H1_EX251231","2025-11\TEMPO MODEL  v3.31_BTCUSD_H1_EX251231\TEMPO MODEL  v3.31_BTCUSD_H1_EX251231.ex5","unknown-ea","AUDNZD","0","MS5_0112_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","112"
"ThongKhamBooster_NoLock","2025-11\ThongKhamBooster_NoLock\ThongKhamBooster_NoLock.ex5","unknown-ea","XAUUSD","0","MS5_0113_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","113"
"ThongKhamBooster_NoLock","2025-11\ThongKhamBooster_NoLock\ThongKhamBooster_NoLock.ex5","unknown-ea","EURUSD","0","MS5_0113_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","113"
"ThongKhamBooster_NoLock","2025-11\ThongKhamBooster_NoLock\ThongKhamBooster_NoLock.ex5","unknown-ea","USDJPY","0","MS5_0113_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","113"
"ThongKhamBooster_NoLock","2025-11\ThongKhamBooster_NoLock\ThongKhamBooster_NoLock.ex5","unknown-ea","AUDNZD","0","MS5_0113_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","113"
"AI_Form_aiFable_Native (1)","2026-07\AI_Form_aiFable_Native (1).ex5","unknown-ea","XAUUSD","0","MS5_0114_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","114"
"AI_Form_aiFable_Native (1)","2026-07\AI_Form_aiFable_Native (1).ex5","unknown-ea","EURUSD","0","MS5_0114_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","114"
"AI_Form_aiFable_Native (1)","2026-07\AI_Form_aiFable_Native (1).ex5","unknown-ea","USDJPY","0","MS5_0114_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","114"
"AI_Form_aiFable_Native (1)","2026-07\AI_Form_aiFable_Native (1).ex5","unknown-ea","AUDNZD","0","MS5_0114_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","114"
"Boy_V1 (1)","2026-07\Boy_V1 (1).ex5","unknown-ea","XAUUSD","3","MS5_0115_M2_XAUUSD.htm","False","",,,,,"","m2-trades-below-10","115"
"Boy_V1 (1)","2026-07\Boy_V1 (1).ex5","unknown-ea","EURUSD","40","MS5_0115_M2_EURUSD.htm","True","MS5_0115_M1_EURUSD.htm","0.84","174","-1545.25","29.3","Reject","","115"
"Boy_V1 (1)","2026-07\Boy_V1 (1).ex5","unknown-ea","USDJPY","36","MS5_0115_M2_USDJPY.htm","True","MS5_0115_M1_USDJPY.htm","0.98","162","-155.84","18.09","Reject","","115"
"Boy_V1 (1)","2026-07\Boy_V1 (1).ex5","unknown-ea","AUDNZD","54","MS5_0115_M2_AUDNZD.htm","True","MS5_0115_M1_AUDNZD.htm","0.59","171","-3855.58","40.85","Reject","","115"
"Breakout Retest Pro EA Source Code (1)","2026-07\Breakout Retest Pro EA Source Code (1).ex5","breakout","XAUUSD","1","MS5_0116_M2_XAUUSD.htm","False","",,,,,"","m2-trades-below-10","116"
"Breakout Retest Pro EA Source Code (1)","2026-07\Breakout Retest Pro EA Source Code (1).ex5","breakout","EURUSD","18","MS5_0116_M2_EURUSD.htm","True","MS5_0116_M1_EURUSD.htm","0.76","53","-965.49","15.71","Reject","","116"
"Breakout Retest Pro EA Source Code (1)","2026-07\Breakout Retest Pro EA Source Code (1).ex5","breakout","USDJPY","16","MS5_0116_M2_USDJPY.htm","True","MS5_0116_M1_USDJPY.htm","1.03","63","147.86","18.15","Tier A","","116"
"Breakout Retest Pro EA Source Code (1)","2026-07\Breakout Retest Pro EA Source Code (1).ex5","breakout","AUDNZD","15","MS5_0116_M2_AUDNZD.htm","True","MS5_0116_M1_AUDNZD.htm","0.71","56","-1196.79","19.97","Reject","","116"
"DRFX_GridOnly","2026-07\DRFX GRIDONLY-20260704T025653Z-3-001\DRFX GRIDONLY\DRFX_GridOnly.ex5","grid-recovery","XAUUSD","0","MS5_0117_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","117"
"DRFX_GridOnly","2026-07\DRFX GRIDONLY-20260704T025653Z-3-001\DRFX GRIDONLY\DRFX_GridOnly.ex5","grid-recovery","EURUSD","0","MS5_0117_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","117"
"DRFX_GridOnly","2026-07\DRFX GRIDONLY-20260704T025653Z-3-001\DRFX GRIDONLY\DRFX_GridOnly.ex5","grid-recovery","USDJPY","0","MS5_0117_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","117"
"DRFX_GridOnly","2026-07\DRFX GRIDONLY-20260704T025653Z-3-001\DRFX GRIDONLY\DRFX_GridOnly.ex5","grid-recovery","AUDNZD","0","MS5_0117_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","117"
"DRFX_NEMENOVA-X","2026-07\DRFX_NEMENOVA-X-20260704T025634Z-3-001\DRFX_NEMENOVA-X\DRFX_NEMENOVA-X.ex5","unknown-ea","XAUUSD","0","MS5_0118_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","118"
"DRFX_NEMENOVA-X","2026-07\DRFX_NEMENOVA-X-20260704T025634Z-3-001\DRFX_NEMENOVA-X\DRFX_NEMENOVA-X.ex5","unknown-ea","EURUSD","0","MS5_0118_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","118"
"DRFX_NEMENOVA-X","2026-07\DRFX_NEMENOVA-X-20260704T025634Z-3-001\DRFX_NEMENOVA-X\DRFX_NEMENOVA-X.ex5","unknown-ea","USDJPY","0","MS5_0118_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","118"
"DRFX_NEMENOVA-X","2026-07\DRFX_NEMENOVA-X-20260704T025634Z-3-001\DRFX_NEMENOVA-X\DRFX_NEMENOVA-X.ex5","unknown-ea","AUDNZD","0","MS5_0118_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","118"
"AI TUNE MT5 EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\AI TUNE MT5 EA.ex5","unknown-ea","XAUUSD","0","MS5_0119_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","119"
"AI TUNE MT5 EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\AI TUNE MT5 EA.ex5","unknown-ea","EURUSD","0","MS5_0119_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","119"
"AI TUNE MT5 EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\AI TUNE MT5 EA.ex5","unknown-ea","USDJPY","0","MS5_0119_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","119"
"AI TUNE MT5 EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\AI TUNE MT5 EA.ex5","unknown-ea","AUDNZD","0","MS5_0119_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","119"
"GOLD HOUSE EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GOLD HOUSE EA.ex5","unknown-ea","XAUUSD","0","MS5_0120_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","120"
"GOLD HOUSE EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GOLD HOUSE EA.ex5","unknown-ea","EURUSD","0","MS5_0120_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","120"
"GOLD HOUSE EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GOLD HOUSE EA.ex5","unknown-ea","USDJPY","0","MS5_0120_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","120"
"GOLD HOUSE EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GOLD HOUSE EA.ex5","unknown-ea","AUDNZD","0","MS5_0120_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","120"
"GOLD INSANE V2 EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GOLD INSANE V2 EA.ex5","unknown-ea","XAUUSD","0","MS5_0121_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","121"
"GOLD INSANE V2 EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GOLD INSANE V2 EA.ex5","unknown-ea","EURUSD","0","MS5_0121_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","121"
"GOLD INSANE V2 EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GOLD INSANE V2 EA.ex5","unknown-ea","USDJPY","0","MS5_0121_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","121"
"GOLD INSANE V2 EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GOLD INSANE V2 EA.ex5","unknown-ea","AUDNZD","0","MS5_0121_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","121"
"Gold Snap EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Snap EA.ex5","unknown-ea","XAUUSD","1","MS5_0122_M2_XAUUSD.htm","False","",,,,,"","m2-trades-below-10","122"
"Gold Snap EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Snap EA.ex5","unknown-ea","EURUSD","0","MS5_0122_M2_EURUSD.htm","False","",,,,,"","m2-trades-below-10","122"
"Gold Snap EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Snap EA.ex5","unknown-ea","USDJPY","0","MS5_0122_M2_USDJPY.htm","False","",,,,,"","m2-trades-below-10","122"
"Gold Snap EA","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Snap EA.ex5","unknown-ea","AUDNZD","0","MS5_0122_M2_AUDNZD.htm","False","",,,,,"","m2-trades-below-10","122"
"Gold Snap_1.1_market","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Snap_1.1_market.ex5","unknown-ea","XAUUSD","0","MS5_0123_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","123"
"Gold Snap_1.1_market","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Snap_1.1_market.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","123"
"Gold Snap_1.1_market","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Snap_1.1_market.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","123"
"Gold Snap_1.1_market","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Snap_1.1_market.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","123"
"Gold Strike AI","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Strike AI.ex5","unknown-ea","XAUUSD","0","MS5_0124_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","124"
"Gold Strike AI","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Strike AI.ex5","unknown-ea","EURUSD","0","MS5_0124_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","124"
"Gold Strike AI","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Strike AI.ex5","unknown-ea","USDJPY","0","MS5_0124_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","124"
"Gold Strike AI","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\Gold Strike AI.ex5","unknown-ea","AUDNZD","0","MS5_0124_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","124"
"GoldStorm EA MT5","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GoldStorm EA MT5.ex5","unknown-ea","XAUUSD","0","MS5_0125_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","125"
"GoldStorm EA MT5","2026-07\EA MLQ5 Popular Top10-20260704T025646Z-3-001\EA MLQ5 Popular Top10\GoldStorm EA MT5.ex5","unknown-ea","EURUSD","0","MS5_0125_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","125"
