path,name,folder,size_bytes,sha1,dedup,compiled_twin_of_source
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Ben_CR_2025_v1.2 (10) (2) (5) (16) (4).ex5,Ben_CR_2025_v1.2 (10) (2) (5) (16) (4).ex5,3. ready to use,655930,c26118202ae6b19c193516ef17eb86ef06abe506,dup-of: D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\Ben_CR_2025_v1.2 (10) (2) (5) (16) (4).ex5,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Black Wolf EA.ex5,Black Wolf EA.ex5,3. ready to use,233316,afc9c6d0636a21a1c81eb8aabf55004bc5a25fae,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Boss - Golden.ex4,Boss - Golden.ex4,3. ready to use,399608,b2eb67703e6613013169459bdc052d6e4016c20b,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Boss - Golden.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Broker Killer v 2 .2 by @SoftechFX_Robot.ex4,Broker Killer v 2 .2 by @SoftechFX_Robot.ex4,3. ready to use,27868,d004f45826de81bb2389ee43c96975fd5d03c6c9,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\BS Pofit888.ex5,BS Pofit888.ex5,3. ready to use,297132,9e791ffdaf40f1efc09c173a21297bebc3f47d17,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\BuRengNong2073.ex4,BuRengNong2073.ex4,3. ready to use,357014,c29ffa67ec794e4dbcdc2407fbf54df68d9da6db,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\BuRengNong207_FiniteBreakOut.ex4,BuRengNong207_FiniteBreakOut.ex4,3. ready to use,369270,eb6eea5a9ea363efc2cc926772bf2f7b3a614eb9,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\CHICKEN LITTILE EA 2 SYSTEM.ex5,CHICKEN LITTILE EA 2 SYSTEM.ex5,3. ready to use,1718948,54b7c56a08d8c11c91ace245cc12b7488246e795,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\ClevrFX_EA.ex4,ClevrFX_EA.ex4,3. ready to use,222500,a3dc4d7a9266a24629043fb52275dc0d95f03961,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\DM gold profit.ex4,DM gold profit.ex4,3. ready to use,230296,b961639b8f315ec2ac5986e7f3528173dfd9de0d,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\DM gold profit.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA ExtraGold(SP20-40)M12.ex5,EA ExtraGold(SP20-40)M12.ex5,3. ready to use,515674,1a638f5afc4c8c4a44f04f3818d67af920041f53,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA ExtraGold(V2)M12.ex5,EA ExtraGold(V2)M12.ex5,3. ready to use,627258,4a232f6fe609dfbe4d1b86dc12d1c6ba3930722a,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA Golden Fighter V.2.2.ex5,EA Golden Fighter V.2.2.ex5,3. ready to use,455606,ab1687c791f8c8d20f2b169a68fca4368d6b7b05,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA IRON MAN V.10.ex4,EA IRON MAN V.10.ex4,3. ready to use,456644,09b8d6dcc613993b63e1e48ceacd6081715653ab,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA Lambo   43168831.ex4,EA Lambo   43168831.ex4,3. ready to use,299040,6a42db590df27b171424abcaf7abfccaebe99298,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA Lambo   43168831.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA SuperRichGold(M12).ex5,EA SuperRichGold(M12).ex5,3. ready to use,708858,8edc1fc349d6360a40ee12e9ca0b03133cfa9e0f,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA SuperRichGold(V4) M12.ex5,EA SuperRichGold(V4) M12.ex5,3. ready to use,663532,2466c4c23139aeb9d5da40a11f4b206cf5c32462,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA37 - RSI Pending & Grid.ex4,EA37 - RSI Pending & Grid.ex4,3. ready to use,233498,8892deffc7159b6a5f1136589cf476369f5191dd,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA37 - RSI Pending & Grid.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA_Golden_Elephant.ex4,EA_Golden_Elephant.ex4,3. ready to use,511032,fad2af2721b7ffeb0e52311e8c2360096f3e5367,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA_Golden_Mammoth.ex4,EA_Golden_Mammoth.ex4,3. ready to use,511032,fad2af2721b7ffeb0e52311e8c2360096f3e5367,dup-of: D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA_Golden_Elephant.ex4,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA  NO WAY  1.0.ex4,EA  NO WAY  1.0.ex4,3. ready to use,312924,f71b68f5eb49c5932439f6f5ae3583a58688f329,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA  NO WAY  1.0.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA  NO WAY  3.22 lot plus.ex4,EA  NO WAY  3.22 lot plus.ex4,3. ready to use,419550,a61a0980d226d85135f9cfc6591e5a66e5971da9,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA  NO WAY  3.22 lot plus.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA  TWO WAY  1.31 add safety mode and lot plus.ex4,EA  TWO WAY  1.31 add safety mode and lot plus.ex4,3. ready to use,304008,e60b0dee886730fc810c5d077c3a0c4def9ab04d,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA  TWO WAY  1.31 add safety mode and lot plus.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EX177 - Grid Trading System and Hedging Lots rev 2.2.ex5,EX177 - Grid Trading System and Hedging Lots rev 2.2.ex5,3. ready to use,303740,a1f20c83ca48d7f5a1e71139ae28ec9d090b1dc9,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EX177 - Grid Trading System and Hedging Lots rev 2.2.mq5
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EX177-Custom1- Grid T-S-H Lots MT5 [Idea from Student]1.ex5,EX177-Custom1- Grid T-S-H Lots MT5 [Idea from Student]1.ex5,3. ready to use,312512,edba196f62c4711a10cc4a911426c75ccbfa0492,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EX177-Custom1- Grid T-S-H Lots MT5 [Idea from Student]1.mq5
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EX74 Gold Robot Scalping(Basic).ex4,EX74 Gold Robot Scalping(Basic).ex4,3. ready to use,232462,f36db6ffe8da165b73a1dc3bc815f8397b778ec4,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EX74 Gold Robot Scalping(Basic).mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EX85 - Gold Robot Scalping V2 [Time Bomb Up_Down and Trailing Stop] Mod1.ex4,EX85 - Gold Robot Scalping V2 [Time Bomb Up_Down and Trailing Stop] Mod1.ex4,3. ready to use,263826,1dd5beac1bff48b6b1b862f254a534952f70ead7,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EX85 - Gold Robot Scalping V2 [Time Bomb Up_Down and Trailing Stop] Mod1.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Fancy Meal run.ex4,Fancy Meal run.ex4,3. ready to use,618630,13150307092554ac61cbcc581ce935e451c14a0b,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Fancy Meal run.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Fast Profit Pro V77.ex4,Fast Profit Pro V77.ex4,3. ready to use,374776,f13d96bea8722aa4401a27bd0aaae252899bdf5c,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Fast Profit Pro V77.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Forexthai4pip.ex4,Forexthai4pip.ex4,3. ready to use,19208,1922a4909f86c65a8f9c8bd3d63f766be763cc7f,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Fxcore100_BUY.ex4,Fxcore100_BUY.ex4,3. ready to use,34774,525683f39a185852b1d824e12fee8e857071caa1,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Fxcore100_SELL.ex4,Fxcore100_SELL.ex4,3. ready to use,35686,282bc335bff9925285e9eb0bbe1a43b996831043,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Ghost Bot 01 G07 (1).ex4,Ghost Bot 01 G07 (1).ex4,3. ready to use,302460,5dab2d9136cdddbf9f48109084a7ccc8fa89e313,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Ghost Bot 01 G07 (1).mq5
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Ghost Bot 01 G07 (1).ex5,Ghost Bot 01 G07 (1).ex5,3. ready to use,333354,68fa2fdb241a22a3c75a7f1bff4ba4fe3b48da78,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Ghost Bot 01 G07 (1).mq5
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\God's Blessing Expert.ex4,God's Blessing Expert.ex4,3. ready to use,407640,4bf58a08b32879dbd22c69b0bb975673df8de33c,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Gold Buster MT4-2.3-fix-1428+.ex4,Gold Buster MT4-2.3-fix-1428+.ex4,3. ready to use,180287,077be93813d5b02e34c83c6bd976e219482bd0ec,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Gold_Kangaroo.ex4,Gold_Kangaroo.ex4,3. ready to use,567402,64427c7b2da9e6e993dad13ccd95423095100b71,unique,
"D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Hedging Rebalance [XauM1 30,000-0.01]20250630.ex5","Hedging Rebalance [XauM1 30,000-0.01]20250630.ex5",3. ready to use,409026,1949184ae7a8ad06c6c4e5220507cfedd8657af3,unique,"D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Hedging Rebalance [XauM1 30,000-0.01]20250630.mq5"
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Infinix Currency  Ea.ex4,Infinix Currency  Ea.ex4,3. ready to use,786214,44f268afb5e629a3ac1dad9d7360924ac42e826d,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Infinix ea 2385782.ex4,Infinix ea 2385782.ex4,3. ready to use,373824,12e5eb75eb995c4d9a989a8672fb4730755e73be,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Infinix EA.ex4,Infinix EA.ex4,3. ready to use,370850,6b5fb2abed6c3dd2cb97a04494f01d291d120fc6,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Infinix EA.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Infinix 2313442.ex4,Infinix 2313442.ex4,3. ready to use,373760,91b2e5142fb63161f213ba7087cb92c0f57d2784,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\JT Super High profit Trend Following EA TF1M V.07296.ex4,JT Super High profit Trend Following EA TF1M V.07296.ex4,3. ready to use,334362,e323e2430985b027a0476f586fd7db88a71f6aa6,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\JT Super High profit Trend Following EA TF1M V.07296.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\KRAPOOK BLUE ANT GOAL KEEPER 1.00.ex4,KRAPOOK BLUE ANT GOAL KEEPER 1.00.ex4,3. ready to use,312516,1039657a2edcbb7e3d0c1893c3ec5507fb64d9a7,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\KRAPOOK FIVE FOX 2024 BLUE ATM 2.0iXP.ex4,KRAPOOK FIVE FOX 2024 BLUE ATM 2.0iXP.ex4,3. ready to use,448156,1dacfab4fa0e26f3cc791260074aeb080a7ccf81,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\KRAPOOK YELLOW  ANT  BACK CENTER 1.00.ex4,KRAPOOK YELLOW  ANT  BACK CENTER 1.00.ex4,3. ready to use,325968,527504b5ef5cf811ba17aee7fa6db1f52b5ca3d1,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\KZM + Rebalane xp.12.02.2025.ex4,KZM + Rebalane xp.12.02.2025.ex4,3. ready to use,231986,cef826415d8b03b756c9591e43f3f46494c900af,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\North East Way _V1.306_Fix .ex4,North East Way _V1.306_Fix .ex4,3. ready to use,202342,f107c5a391786875730907c37dca2ff223e98767,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\OH - Grid Rsi_v2.ex4,OH - Grid Rsi_v2.ex4,3. ready to use,251354,3d71450c8cbc1e71333e73ed317365e7f369cf7c,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Passive Gold 15606423 (1).ex4,Passive Gold 15606423 (1).ex4,3. ready to use,235094,d1ec16ea1135060c59e15d4dab02f9eaab85091d,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Passive Gold 15606423 (1).mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Perceptrader AI v2.23 1420+_fix.ex4,Perceptrader AI v2.23 1420+_fix.ex4,3. ready to use,1111592,6efba328f64352110aae2c2acd0f45952c195935,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\qqq - no name.ex4,qqq - no name.ex4,3. ready to use,260628,9d7ddc68da881712f3d507e340d55c57ecd0ce61,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\qqq - no name.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Ro ver.011The King Man Envelope  Follow Trend.ex4,Ro ver.011The King Man Envelope  Follow Trend.ex4,3. ready to use,396812,79397dbe5f95f3fa034e11c2e0e398df367aaf39,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Ro ver.011The King Man Envelope  Follow Trend.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Ro ver.20 The King Man000.ex4,Ro ver.20 The King Man000.ex4,3. ready to use,316394,78a0380b69c2675b3cee78c305de49445ad8f68b,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\RSI Scalping  Gold Low Spread Ver 1.5.ex4,RSI Scalping  Gold Low Spread Ver 1.5.ex4,3. ready to use,379904,b544c7c8f724659d16463a7d0f2fed41c7c85853,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\RSI Scalping  Gold Low Spread Ver 1.51.ex4,RSI Scalping  Gold Low Spread Ver 1.51.ex4,3. ready to use,386960,1563fa45e129c0a4f7778b20f10dbba006935c50,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\RSI Scalping  Gold Low Spread Ver 1.51.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Signalspro007_V12.1_fix.ex4,Signalspro007_V12.1_fix.ex4,3. ready to use,143666,c2972c88477ea8114dc2d4a80f42b50a8790f174,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\SMC V2.ex4,SMC V2.ex4,3. ready to use,282870,6e6ee1ed2df1cb3fd4324f93a2a5a8151f03fafb,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\SMC V2.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\TopScore - Candlle 4 EMA V.2.ex4,TopScore - Candlle 4 EMA V.2.ex4,3. ready to use,485654,2bded0ed6648533ed9815104fcb87a6537e28da6,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\TopScore - Candlle 4 EMA V.2.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Winning Pro 3.5.ex4,Winning Pro 3.5.ex4,3. ready to use,738458,cf6ee16e1b4e0c1fe6927a3daf4ff7757fa6663a,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Winning Pro 3.5.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Zeus Gold Hedge V1.2_fix_1420.ex4,Zeus Gold Hedge V1.2_fix_1420.ex4,3. ready to use,88432,afc62ab3012d575c31144c377b46cddb646e4da3,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\[METAFX]MD-023 Stochastic Dynamic MTG.ex4,[METAFX]MD-023 Stochastic Dynamic MTG.ex4,3. ready to use,235596,526bf6cea069470c3d7efb9746fa715eb90da5cb,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\[METAFX]MD-023 Stochastic Dynamic MTG.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\[METAFX]MD-027 X tech MTG.ex4,[METAFX]MD-027 X tech MTG.ex4,3. ready to use,277984,ff822a081e35cc8d8a913c60311467859dd8ae27,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\[METAFX]MD-027 X tech MTG.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\[METAFX]MD-032 Bollinger Book.ex4,[METAFX]MD-032 Bollinger Book.ex4,3. ready to use,400238,ef1a7a6e5e65d5b421044740cd126aff3e66f088,unique,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\[METAFX]MD-032 Bollinger Book.mq4
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Barcode\BARCODE RE-MASTER 27111.ex5,BARCODE RE-MASTER 27111.ex5,3. ready to use,3896898,873bc56e4b7756b3f0ce40e727558e7521ff450d,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Barcode\fastclose5.1ใช้กับbarcodesetแมว03.ex5,fastclose5.1ใช้กับbarcodesetแมว03.ex5,3. ready to use,35208,c7e38709df2fa90fa1e6a4cc19559654f5f51967,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Combo-God_Blassing+BRN2073+RMK_TF15_Cap5K_USC\MQL4\Experts\BuRengNong2073.ex4,BuRengNong2073.ex4,3. ready to use,357014,c29ffa67ec794e4dbcdc2407fbf54df68d9da6db,dup-of: D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\BuRengNong2073.ex4,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Combo-God_Blassing+BRN2073+RMK_TF15_Cap5K_USC\MQL4\Experts\BuRengNong207_FiniteBreakOut.ex4,BuRengNong207_FiniteBreakOut.ex4,3. ready to use,369270,eb6eea5a9ea363efc2cc926772bf2f7b3a614eb9,dup-of: D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\BuRengNong207_FiniteBreakOut.ex4,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Combo-God_Blassing+BRN2073+RMK_TF15_Cap5K_USC\MQL4\Experts\EA Re Mink-Kwan 1.6.ex4,EA Re Mink-Kwan 1.6.ex4,3. ready to use,433976,ce4e8c54b17d0507660985435f790bba5bbccbac,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Combo-God_Blassing+BRN2073+RMK_TF15_Cap5K_USC\MQL4\Experts\God's Blessing Expert.ex4,God's Blessing Expert.ex4,3. ready to use,407640,4bf58a08b32879dbd22c69b0bb975673df8de33c,dup-of: D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\God's Blessing Expert.ex4,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Combo-God_Blassing+BRN2073+RMK_TF15_Cap5K_USC\MQL4\Indicators\ProfitInfo Mark-D.ex4,ProfitInfo Mark-D.ex4,3. ready to use,137486,cc03b5a6b9ba784a84db889f35717de095b28c4c,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\VR Lollipop EA\MQL4\Experts\VR Lollipop V23.72 EA.ex4,VR Lollipop V23.72 EA.ex4,3. ready to use,420740,1d57f4390eddd7f7fadd18542b6fb30f9e77924b,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\VR Lollipop EA\MQL4\Experts\VR Lollipop V23.93 EA.ex4,VR Lollipop V23.93 EA.ex4,3. ready to use,392730,71b5b9f499c51557280f5066c5b3212856018e9c,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\VR Lollipop EA\MQL4\Experts\VR Lollipop V25.30 EA.ex4,VR Lollipop V25.30 EA.ex4,3. ready to use,440296,286fd28e9f37119b10c73f291e57407210b95a52,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\VR Lollipop EA\MQL5\Experts\VR Lollipop V23.72 EA.ex5,VR Lollipop V23.72 EA.ex5,3. ready to use,425745,9291ddcc0339def5f6cecdf97280eb0da06ab07c,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\VR Lollipop EA\MQL5\Experts\VR Lollipop V23.93 EA.ex5,VR Lollipop V23.93 EA.ex5,3. ready to use,428060,20cf07e217dffb950e71093f6fcb2764b0c2bbf0,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(AAB7836) 11-3-13 Alligator+AO Log ATR Time Master mq4.ex4,(AAB7836) 11-3-13 Alligator+AO Log ATR Time Master mq4.ex4,review EA-Jobot,267082,58745f029a8b652dc260784e7f8b8eb3bfc5b292,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(AAG8814) 11-22-17 Alligator+AO Plus Pyramid All Perfect mq4.ex4,(AAG8814) 11-22-17 Alligator+AO Plus Pyramid All Perfect mq4.ex4,review EA-Jobot,276158,9aeca45e8262311647ebda26967a17e1a32ef892,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(AAR5703) 1-22-14 BB RSI Plus Pyramid BB Master mq4.ex4,(AAR5703) 1-22-14 BB RSI Plus Pyramid BB Master mq4.ex4,review EA-Jobot,287350,957bb84d432b056d844e018d48c22e77b54abdad,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(ABA8414) 11-3-35 Alligator+AO Log ATR Adaptive Trail mq4.ex4,(ABA8414) 11-3-35 Alligator+AO Log ATR Adaptive Trail mq4.ex4,review EA-Jobot,275438,7e7c870129c18f24b9516434b76b79494c39321e,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(ABH4411) 7-15-16 HEIKEN+CCI Kelly BS Multi Close mq4.ex4,(ABH4411) 7-15-16 HEIKEN+CCI Kelly BS Multi Close mq4.ex4,review EA-Jobot,256752,615d0cc2d2e4339f4dffba90b86fe3e1c27b2708,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(ACP9444) 3-18-14 STO+SAR Multi Lot Indy BB Master mq4.ex4,(ACP9444) 3-18-14 STO+SAR Multi Lot Indy BB Master mq4.ex4,review EA-Jobot,292288,a9b3df9dd983ad76cda98b5580aad4cd9decc0ef,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(ACV3865) 3-13-6 STO+SAR X Pyramid Inverse Trigger mq4.ex4,(ACV3865) 3-13-6 STO+SAR X Pyramid Inverse Trigger mq4.ex4,review EA-Jobot,281568,3ce3822664182d169e64c6760f51a9e563cff6d4,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(ACX0736) 7-16-23 HEIKEN+CCI Fractional Multi Trail mq4.ex4,(ACX0736) 7-16-23 HEIKEN+CCI Fractional Multi Trail mq4.ex4,review EA-Jobot,240678,2b92bfdce2ff8d605595d4621bf122b308781864,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(ADA5776) 11-25-2 Alligator+AO Lot SD DualStar mq4.ex4,(ADA5776) 11-25-2 Alligator+AO Lot SD DualStar mq4.ex4,review EA-Jobot,250316,94b79147c8f5cbcd28b74972b1bcc33246191438,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(ADK5839) 3-14-6 STO+SAR X After Profit Inverse Trigger mq4.ex4,(ADK5839) 3-14-6 STO+SAR X After Profit Inverse Trigger mq4.ex4,review EA-Jobot,282340,f26ada03146ff7b326294e225cdb4f666a1d78b4,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(ADZ0577) 7-5-20 HEIKEN+CCI Lot Fix DynamicClose mq4.ex4,(ADZ0577) 7-5-20 HEIKEN+CCI Lot Fix DynamicClose mq4.ex4,review EA-Jobot,251092,ce1690905d93f95c84c1ce838a3ca5f30d37d8b9,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(AEC5537) 7-17-29 HEIKEN+CCI Log Lot Indy ATR Range Guard mq4.ex4,(AEC5537) 7-17-29 HEIKEN+CCI Log Lot Indy ATR Range Guard mq4.ex4,review EA-Jobot,297216,db43fde140e3d44ae5c7edb559e92246d192d873,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(AEK6886) 9-14-17 WPR+Force X After Profit All Perfect mq4.ex4,(AEK6886) 9-14-17 WPR+Force X After Profit All Perfect mq4.ex4,review EA-Jobot,276184,b036a0641cfaa6ac9c30e16d3525f0100bfc2d61,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(AEQ6978) 7-25-33 HEIKEN+CCI Lot SD PercentTrail mq4.ex4,(AEQ6978) 7-25-33 HEIKEN+CCI Lot SD PercentTrail mq4.ex4,review EA-Jobot,249870,526f417811ef4662b12758c5060ad971280c2b47,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(AEW6446) 9-18-16 WPR+Force Multi Lot Indy BS Multi Close mq4.ex4,(AEW6446) 9-18-16 WPR+Force Multi Lot Indy BS Multi Close mq4.ex4,review EA-Jobot,304110,9a3c2b1092bc1498f2458cd3b020b32254cb5fdb,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(AFE9748) 1-21-17 BB RSI Log Pyramid All Perfect mq4.ex4,(AFE9748) 1-21-17 BB RSI Log Pyramid All Perfect mq4.ex4,review EA-Jobot,271444,f01146a260fec59cf1d55cfa10626a90a64b6c0a,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(AFJ7846) 9-23-3 WPR+Force Log Anti Doji Master mq4.ex4,(AFJ7846) 9-23-3 WPR+Force Log Anti Doji Master mq4.ex4,review EA-Jobot,283138,049ff88f10609bfaf541b1f43faddec029207b05,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(AFM6603) 3-3-36 STO+SAR Log ATR Trail Dowtheory mq4.ex4,(AFM6603) 3-3-36 STO+SAR Log ATR Trail Dowtheory mq4.ex4,review EA-Jobot,263704,038a7e23beb1eff57570ee88a1b0dfc34501a6fa,unique,
D:\Forex\01_INBOX_NEW\2.1 review EA\Jobot\A\(AFP3121) 11-24-5 Alligator+AO Plus Anti Fibonacci Master mq4.ex4,(AFP3121) 11-24-5 Alligator+AO Plus Anti Fibonacci Master mq4.ex4,review EA-Jobot,319958,22a37507f88f32604548b9bf70b2493798809cab,unique,
