duration_sec,duration_hms,video_id,title
1305,00:21:45,SfN08mVCrks,"EX35 - EMA Scalping Grid+Hedging"
1488,00:24:48,ILToBvY5mds,"EX7 - Reversal Candlestick and Spinning Top Candlestick Pattern"
923,00:15:23,27NieLxJ5CU,"EX6 - Spinning Top Candlestick Pattern"
652,00:10:52,iCAnGnm4YIw,"EX5 - Candlestick Pattern Guide"
1174,00:19:34,ajhdSphkDho,"EX4 - Equity Drawdown Controlling Strategy"
1567,00:26:07,XS9fRVhti_0,"EX3 - Bollinger Band Strategy and Auto Lot Size"
1187,00:19:47,OuVSsvmzlGk,"EX34 - Difference Time and Difference Strategy"
956,00:15:56,5mEeA-Dp1ew,"EX33 - Limit Order per Day"
1410,00:23:30,Iedg7sNzV1Q,"EX32 - Double Parabolic SAR Scalping"
1376,00:22:56,yQqCIAzyxjY,"EX31 - Grid Hedging and  Multiple Closing Order"
955,00:15:55,6alGqj2FU4I,"EX30 - Grid Hedging and Two-Way Profit"
858,00:14:18,VsUrZY-9g2o,"EX12 - ADX Grid Pending"
1103,00:18:23,ZGBdqe0GplA,"EX2  - Auto TrendLine and Martingale"
5303,01:28:23,r0LrrE1HoCs," "" EA  FxDreema EP4""  01.02.2567"
996,00:16:36,WBac3jTnEiI,"EX26 - Multi Group Scalping Rebalance"
748,00:12:28,ThtUlj9i-IQ,"EX25 - Scalping Rebalance"
652,00:10:52,JQ90QIo7wBM,"EX1 - EMA Crossover [Auto Lot or Margingale]"
1393,00:23:13,VRFRjhkkOE4,"EX24 - Hedging Strategy"
1449,00:24:09,0cFmXv-HbcQ,"EX23 - Fibonacci Trading Strategy"
901,00:15:01,Tr1QGqTSzts,"EX14 - ICT Price Action Concept V.2"
952,00:15:52,HXlpj85Ak4M,"EX13 ICT Price Action Concept"
737,00:12:17,TPtRFPPHHAA,"EX11 - STO within Limits and Auto Lots"
867,00:14:27,AShwXT-iMAc,"EX10 - MACD Divergence and Grid"
1323,00:22:03,2DsxYUIwUM4,"EX22 - Button on Chart"
1256,00:20:56,zvvcd34UGXI,"EX9 - FVG Scalping"
514,00:08:34,fZ6qYK3QEeE,"EX8 - Double Hammer and Martingale"
