source_path,source_file,strategy,symbol,Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSwingPeriod,InpRiskReward,InpLotMultiplier,InpMinGapPts,InpTakeProfitUSD,InpDailyTargetUSD,InpSLBufferPts,InpMaxRecoverySteps,reject_reasons,score,risk_adjusted_score,risk_band,selection_flag,plan_reject_reasons,Result,Custom,InpCooldownBarsAfterStop
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,357.0,4765.75,12.607804,1.243745,3.428301,2.688844,9.5172,378.0,6.0,2.4,1.3,220.0,150.0,100.0,25.0,,,,61.98,Conservative,True,,14765.75,0.0,60.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1553.0,7010.76,10.785785,1.270087,3.985696,2.652245,10.2342,650.0,7.0,1.5,1.4,400.0,80.0,180.0,30.0,5.0,MAX_RECOVERY_STEPS_GT_3,81.271,61.97,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,1553.0,7010.76,10.785785,1.270087,3.985696,2.652245,10.2342,650.0,7.0,1.5,1.4,400.0,80.0,180.0,30.0,5.0,,131.271,61.97,Conservative,True,MAX_RECOVERY_STEPS_GT_3;RR_OUT_OF_SAFE_RANGE;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,1553.0,7010.76,10.785785,1.270087,3.985696,2.652245,10.2342,650.0,7.0,1.5,1.4,400.0,80.0,180.0,30.0,5.0,MAX_RECOVERY_STEPS_GT_3,81.271,61.97,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,1553.0,7010.76,10.785785,1.270087,3.985696,2.652245,10.2342,650.0,7.0,1.5,1.4,400.0,80.0,180.0,30.0,5.0,,,61.97,Conservative,True,,17010.76,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1047.0,5123.29,11.998337,1.226129,3.177983,2.437884,10.3093,427.0,6.0,2.2,1.3,180.0,120.0,140.0,20.0,,,,61.97,Conservative,True,,15123.29,0.0,40.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1591.0,5500.49,11.22549,1.225353,2.917598,2.576435,11.9821,490.0,5.0,1.8,1.5,300.0,100.0,140.0,25.0,,,,61.95,Conservative,True,,15500.49,0.0,40.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1269.0,8109.36,12.013867,1.229737,3.67305,2.554542,14.7294,675.0,6.0,2.0,1.2,100.0,120.0,300.0,30.0,5.0,MAX_RECOVERY_STEPS_GT_3,69.7042,61.94,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,1269.0,8109.36,12.013867,1.229737,3.67305,2.554542,14.7294,675.0,6.0,2.0,1.2,100.0,120.0,300.0,30.0,5.0,,119.7042,61.94,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,1269.0,8109.36,12.013867,1.229737,3.67305,2.554542,14.7294,675.0,6.0,2.0,1.2,100.0,120.0,300.0,30.0,5.0,MAX_RECOVERY_STEPS_GT_3,69.7042,61.94,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,1269.0,8109.36,12.013867,1.229737,3.67305,2.554542,14.7294,675.0,6.0,2.0,1.2,100.0,120.0,300.0,30.0,5.0,,,61.94,Conservative,True,,18109.36,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1037.0,6032.49,12.780699,1.236656,2.519711,2.671047,14.0772,472.0,6.0,2.0,1.0,180.0,130.0,180.0,15.0,,,,61.94,Conservative,True,,16032.49,0.0,30.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1396.0,4903.17,11.043176,1.221392,3.337124,2.176181,9.5286,444.0,7.0,1.8,1.4,300.0,120.0,140.0,20.0,,,,61.94,Conservative,True,,14903.17,0.0,40.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,251.0,4762.27,12.598598,1.243567,3.423138,2.686842,9.5258,378.0,6.0,2.4,1.4,220.0,130.0,100.0,20.0,,,,61.94,Conservative,True,,14762.27,0.0,60.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1319.0,5484.93,11.285864,1.230135,2.92067,2.327526,12.2603,486.0,5.0,1.8,1.4,240.0,130.0,140.0,20.0,,,,61.9,Conservative,True,,15484.93,0.0,40.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2228.0,9519.49,14.600445,1.280891,2.920635,2.762183,16.2345,652.0,6.0,2.5,2.0,150.0,120.0,260.0,30.0,5.0,MAX_RECOVERY_STEPS_GT_3,60.8552,61.89,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2228.0,9519.49,14.600445,1.280891,2.920635,2.762183,16.2345,652.0,6.0,2.5,2.0,150.0,120.0,260.0,30.0,5.0,,110.8552,61.89,Balanced,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,2228.0,9519.49,14.600445,1.280891,2.920635,2.762183,16.2345,652.0,6.0,2.5,2.0,150.0,120.0,260.0,30.0,5.0,MAX_RECOVERY_STEPS_GT_3,60.8552,61.89,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,2228.0,9519.49,14.600445,1.280891,2.920635,2.762183,16.2345,652.0,6.0,2.5,2.0,150.0,120.0,260.0,30.0,5.0,,,61.89,Balanced,True,,19519.49,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1041.0,6050.28,12.149157,1.231436,2.480162,2.483217,13.5539,498.0,7.0,1.8,1.2,300.0,120.0,180.0,25.0,,,,61.89,Conservative,True,,16050.28,0.0,30.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1941.0,9123.71,14.482079,1.237316,3.115734,2.997133,14.6092,630.0,6.0,2.5,1.0,400.0,120.0,300.0,30.0,5.0,MAX_RECOVERY_STEPS_GT_3,66.0442,61.85,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,1941.0,9123.71,14.482079,1.237316,3.115734,2.997133,14.6092,630.0,6.0,2.5,1.0,400.0,120.0,300.0,30.0,5.0,,116.0442,61.85,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,1941.0,9123.71,14.482079,1.237316,3.115734,2.997133,14.6092,630.0,6.0,2.5,1.0,400.0,120.0,300.0,30.0,5.0,MAX_RECOVERY_STEPS_GT_3,66.0442,61.85,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,1941.0,9123.71,14.482079,1.237316,3.115734,2.997133,14.6092,630.0,6.0,2.5,1.0,400.0,120.0,300.0,30.0,5.0,,,61.85,Conservative,True,,19123.71,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1103.0,5476.97,11.246345,1.229801,2.916291,2.325314,12.267,487.0,5.0,1.8,1.4,240.0,130.0,140.0,15.0,,,,61.85,Conservative,True,,15476.97,0.0,40.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1607.0,9294.74,13.668735,1.251258,3.024765,2.91538,15.409,680.0,6.0,2.0,1.4,350.0,160.0,220.0,30.0,7.0,MAX_RECOVERY_STEPS_GT_3,64.1902,61.79,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,1607.0,9294.74,13.668735,1.251258,3.024765,2.91538,15.409,680.0,6.0,2.0,1.4,350.0,160.0,220.0,30.0,7.0,,114.1902,61.79,Balanced,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,1607.0,9294.74,13.668735,1.251258,3.024765,2.91538,15.409,680.0,6.0,2.0,1.4,350.0,160.0,220.0,30.0,7.0,MAX_RECOVERY_STEPS_GT_3,64.1902,61.79,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,1607.0,9294.74,13.668735,1.251258,3.024765,2.91538,15.409,680.0,6.0,2.0,1.4,350.0,160.0,220.0,30.0,7.0,,,61.79,Balanced,True,,19294.74,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1298.0,5043.8,9.774806,1.206345,3.193148,2.021368,9.9256,516.0,7.0,1.8,1.2,300.0,130.0,140.0,20.0,,,,61.68,Conservative,True,,15043.8,0.0,20.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2350.0,9505.3,14.511908,1.27921,2.883233,2.726358,16.4022,655.0,6.0,2.5,2.0,150.0,120.0,260.0,45.0,5.0,MAX_RECOVERY_STEPS_GT_3,59.7116,61.67,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2350.0,9505.3,14.511908,1.27921,2.883233,2.726358,16.4022,655.0,6.0,2.5,2.0,150.0,120.0,260.0,45.0,5.0,,109.7116,61.67,Balanced,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED;SL_BUFFER_OUT_OF_SAFE_RANGE,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,2350.0,9505.3,14.511908,1.27921,2.883233,2.726358,16.4022,655.0,6.0,2.5,2.0,150.0,120.0,260.0,45.0,5.0,MAX_RECOVERY_STEPS_GT_3,59.7116,61.67,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,2350.0,9505.3,14.511908,1.27921,2.883233,2.726358,16.4022,655.0,6.0,2.5,2.0,150.0,120.0,260.0,45.0,5.0,,,61.67,Balanced,True,,19505.3,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1786.0,8667.74,15.287019,1.231189,3.249326,2.73209,13.2504,567.0,7.0,3.0,1.2,200.0,200.0,220.0,15.0,5.0,MAX_RECOVERY_STEPS_GT_3,65.6858,61.64,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,1786.0,8667.74,15.287019,1.231189,3.249326,2.73209,13.2504,567.0,7.0,3.0,1.2,200.0,200.0,220.0,15.0,5.0,,115.6858,61.64,Conservative,True,MAX_RECOVERY_STEPS_GT_3;TP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,1786.0,8667.74,15.287019,1.231189,3.249326,2.73209,13.2504,567.0,7.0,3.0,1.2,200.0,200.0,220.0,15.0,5.0,MAX_RECOVERY_STEPS_GT_3,65.6858,61.64,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,1786.0,8667.74,15.287019,1.231189,3.249326,2.73209,13.2504,567.0,7.0,3.0,1.2,200.0,200.0,220.0,15.0,5.0,,,61.64,Conservative,True,,18667.74,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2035.0,7212.59,11.727789,1.261061,3.841797,2.858187,10.8651,615.0,7.0,2.0,1.0,450.0,120.0,180.0,30.0,7.0,MAX_RECOVERY_STEPS_GT_3,79.6998,61.64,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2035.0,7212.59,11.727789,1.261061,3.841797,2.858187,10.8651,615.0,7.0,2.0,1.0,450.0,120.0,180.0,30.0,7.0,,129.6998,61.64,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,2035.0,7212.59,11.727789,1.261061,3.841797,2.858187,10.8651,615.0,7.0,2.0,1.0,450.0,120.0,180.0,30.0,7.0,MAX_RECOVERY_STEPS_GT_3,79.6998,61.64,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,2035.0,7212.59,11.727789,1.261061,3.841797,2.858187,10.8651,615.0,7.0,2.0,1.0,450.0,120.0,180.0,30.0,7.0,,,61.64,Conservative,True,,17212.59,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,501.0,7186.3,11.704072,1.25847,3.846129,2.837618,10.8358,614.0,7.0,2.0,1.0,450.0,120.0,180.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,79.4762,61.6,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,501.0,7186.3,11.704072,1.25847,3.846129,2.837618,10.8358,614.0,7.0,2.0,1.0,450.0,120.0,180.0,45.0,7.0,,129.4762,61.6,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED;SL_BUFFER_OUT_OF_SAFE_RANGE,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,501.0,7186.3,11.704072,1.25847,3.846129,2.837618,10.8358,614.0,7.0,2.0,1.0,450.0,120.0,180.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,79.4762,61.6,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,501.0,7186.3,11.704072,1.25847,3.846129,2.837618,10.8358,614.0,7.0,2.0,1.0,450.0,120.0,180.0,45.0,7.0,,,61.6,Conservative,True,,17186.3,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2367.0,7136.55,10.845821,1.208768,3.930684,2.322787,10.5029,658.0,7.0,2.0,1.2,350.0,120.0,260.0,15.0,7.0,MAX_RECOVERY_STEPS_GT_3,74.8598,61.56,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2367.0,7136.55,10.845821,1.208768,3.930684,2.322787,10.5029,658.0,7.0,2.0,1.2,350.0,120.0,260.0,15.0,7.0,,124.8598,61.56,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,2367.0,7136.55,10.845821,1.208768,3.930684,2.322787,10.5029,658.0,7.0,2.0,1.2,350.0,120.0,260.0,15.0,7.0,MAX_RECOVERY_STEPS_GT_3,74.8598,61.56,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,2367.0,7136.55,10.845821,1.208768,3.930684,2.322787,10.5029,658.0,7.0,2.0,1.2,350.0,120.0,260.0,15.0,7.0,,,61.56,Conservative,True,,17136.55,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1523.0,5424.76,11.162058,1.228839,2.888768,2.298878,12.3084,486.0,5.0,1.8,1.3,240.0,130.0,140.0,25.0,,,,61.54,Conservative,True,,15424.76,0.0,40.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,11.0,5380.77,12.037517,1.204744,2.950339,2.515714,12.0429,447.0,5.0,2.4,1.4,240.0,120.0,140.0,15.0,,,,61.52,Conservative,True,,15380.77,0.0,40.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,206.0,7660.36,12.661752,1.297623,3.534077,2.734847,11.5249,605.0,5.0,1.5,1.0,200.0,120.0,140.0,30.0,3.0,,124.4196,61.46,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,206.0,7660.36,12.661752,1.297623,3.534077,2.734847,11.5249,605.0,5.0,1.5,1.0,200.0,120.0,140.0,30.0,3.0,,124.4196,61.46,Conservative,True,RR_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,206.0,7660.36,12.661752,1.297623,3.534077,2.734847,11.5249,605.0,5.0,1.5,1.0,200.0,120.0,140.0,30.0,3.0,,,61.46,Conservative,True,,17660.36,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,976.0,5370.33,12.068157,1.204312,2.945003,2.513737,12.0294,445.0,5.0,2.4,1.4,240.0,120.0,140.0,25.0,,,,61.46,Conservative,True,,15370.33,0.0,40.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_valid_candidates.csv,pass_1_valid_candidates.csv,analyzed,,34.0,4653.3,10.050324,1.208296,2.796622,2.077836,12.2514,463.0,7.0,2.0,1.4,350.0,120.0,100.0,15.0,3.0,,99.2573,61.41,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1152.0,6167.97,12.023333,1.246048,2.304362,2.459992,15.3044,513.0,6.0,2.0,1.3,200.0,130.0,180.0,15.0,,,,61.4,Balanced,True,,16167.97,0.0,20.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1235.0,4978.06,11.523287,1.246244,3.135786,2.223399,10.4846,432.0,7.0,2.0,1.5,240.0,130.0,140.0,15.0,,,,61.4,Conservative,True,,14978.06,0.0,40.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1587.0,6509.09,9.922393,1.233281,4.117358,2.344519,9.7353,656.0,7.0,1.5,1.8,350.0,120.0,220.0,15.0,5.0,MAX_RECOVERY_STEPS_GT_3,79.314,61.32,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,1587.0,6509.09,9.922393,1.233281,4.117358,2.344519,9.7353,656.0,7.0,1.5,1.8,350.0,120.0,220.0,15.0,5.0,,129.314,61.32,Conservative,True,MAX_RECOVERY_STEPS_GT_3;RR_OUT_OF_SAFE_RANGE;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,1587.0,6509.09,9.922393,1.233281,4.117358,2.344519,9.7353,656.0,7.0,1.5,1.8,350.0,120.0,220.0,15.0,5.0,MAX_RECOVERY_STEPS_GT_3,79.314,61.32,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,1587.0,6509.09,9.922393,1.233281,4.117358,2.344519,9.7353,656.0,7.0,1.5,1.8,350.0,120.0,220.0,15.0,5.0,,,61.32,Conservative,True,,16509.09,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2210.0,10818.69,15.747729,1.261047,2.336226,3.150665,20.8588,687.0,6.0,2.0,1.8,250.0,160.0,260.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,50.8798,61.3,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1623.0,10818.69,15.747729,1.261047,2.336226,3.150665,20.8588,687.0,6.0,2.0,2.0,250.0,160.0,260.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,50.8798,61.3,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2210.0,10818.69,15.747729,1.261047,2.336226,3.150665,20.8588,687.0,6.0,2.0,1.8,250.0,160.0,260.0,45.0,7.0,,100.8798,61.3,Balanced,True,MAX_RECOVERY_STEPS_GT_3;DAILY_TARGET_WAS_OPTIMIZED;SL_BUFFER_OUT_OF_SAFE_RANGE,,,
