account,account_name,type,platform,host,ea_name,magic,symbol,status,kill_rule,judge_date,start_date,notes
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,EA_SUPERTREND,990020,XAUUSDm,ACTIVE,DD 8%,2027-07-27,2026-07-16,"SuperTrend validated IS1.54/OOS4.49; EA-SCORE #7 track | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.31 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. | ORDER-943 CORRECTED 2026-08-02 (/scrutinize round 1): judge_date 2027-07-16 -> 2027-07-27. The thin clock starts at the FIRST REAL TRADE, not at attach - DEMO_DEPLOYMENT_PLAN.md states that rule and the C3 pass used start_date + 365 anyway, which judged this leg 11 day(s) EARLY. First entry deal 2026-07-27 + 12 months."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,(Boss)_ZeusInspired_GridLog,990110,AUDJPYm,ACTIVE,closedDD 25%,2027-02-20,2026-07-16,"Zeus regime AUDJPY (2023 down->deploy small) | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2026-10-16 -> 2027-02-20. Arithmetic: (30 - 6 observed) / 0.83 expected trades per week = 28.8 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,Boss_14_GridLog,990208,GBPJPYm,ACTIVE,closedDD 25%,2027-08-10,2026-08-10,"GBPJPY leg8 all-years-positive | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.51 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. Owner decision 2026-08-02: this row expects 0.51 trades/wk - just ABOVE the 0.5 line - and was MOVED into the thin bucket, because at its computed rate the re-based judge date was 416 days out, i.e. the 12-month wait reached by a route that carries no lot cap. Same wait; now the cap comes with it. | ORDER-943 CORRECTED 2026-08-02 (/scrutinize round 1): this judge_date is PROVISIONAL. The thin clock starts at the FIRST REAL TRADE and this leg has opened NONE, so 12 months of trading cannot have elapsed by 2027-07-16 - the date is a placeholder and MUST be re-based to first-trade + 12 months when the first deal lands (the 990025 and 990303 precedent). Until then it is also the ORDER-941 question in miniature: a leg with no trades is not on a schedule, it is unexplained. | FIRST-TRADE LIFECYCLE 2026-08-16: first genuine trade 2026-08-10 18:51:53, source portfolio/live_deals/EA_LAB_deals_415573666_20260811.csv ticket 3275173177, comment ""14_GridLog L0"", attribution VALID; clock started 2026-08-10, judge date 2027-08-10; awaiting valid forward period; not decision-capable."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,Boss_17_Wave5,990303,USDJPYm,ACTIVE,DD 15%,2027-07-31,2026-07-28,"Wave5 USDJPY H1 (M4 1.56/1.92 all-years-positive; THIN 11-17t/yr size light). CLOCK RE-BASED 2026-07-28 by ORDER-511 option A (user ratified): start_date moved 07-18 -> 07-28 (the re-pin) and judge_date is start + 12 MONTHS per the ORDER-235 thin-EA bar, NOT +3mo. ✅ RE-PIN VERIFIED, ORDER-511 CLOSED 2026-07-28: the user read the Inputs tab after the re-pin and all four remaining fields came back at their .set values (_9_MaxLevels=1, _23_TrailStart=2000, _23_TrailStep=800, _17_Wave3MinMult=1.618). Combined with _0_Magic=990303 (proven by GV Boss_990303_rc_peak_eq) and ExitMode, that is all SIX differing keys accounted for -- and the key list is provably complete because the .set file contains exactly nine keys in total (168 bytes, ASCII not UTF-16LE). So the chart really is running the bundle now; the re-pin was a genuine .set load, not a hand edit of the magic field alone. Order REVIEWED; judge clock stands at start 2026-07-28 / judge 2027-07-28. 🔴 CORRECTION, ORDER-530 2026-07-28: the claim previously here -- ""opened ZERO trades, confirmed by both the deals export and the account snapshot"" -- is WRONG, and the deals export is the file that refutes it. portfolio/live_deals/EA_LAB_deals_463666728_20260728.csv carries TWO deals on magic 990001: ticket 2048530663 sell 0.01 USDJPYm @163.535 on 2026.07.27 10:00 comment ""17_Wave5 L0"" (entry IN), closed by ticket 2049131330 @163.696 on 2026.07.27 12:16 comment ""[sl 163.69600]"" for -0.98 (entry OUT). So the unpinned leg opened ONE round-trip trade and lost it on the stop. What the re-base discarded is one closing trade worth -0.98 on a ~100k demo, not nothing. The option-A decision does not change (one trade against a 12-month horizon is immaterial) and the re-pin was still safe (the leg was flat from 07-27 12:16, and the open USDJPYm position ticket 2292452147 belongs to 990120) -- but ""zero"" must not be re-quoted, and the leg IS confirmed to have been actively trading on the looser entry (_17_Wave3MinMult 0.618). 🔴 HISTORY, ORDER-511 2026-07-28: THE .set HAD NEVER BEEN LOADED ON THIS CHART. The user read all 5 fields where the bundle differs from the compiled default and every one came back at the default: _9_MaxLevels 5 (want 1), _23_TrailStart 300 (want 2000), _23_TrailStep 100 (want 800), _17_Wave3MinMult 0.618 (want 1.618), _0_Magic 990001 (want 990303). The bundle .set is correct on disk -- it was simply never applied. So the running strategy differs on BOTH sides: looser entry (wave-3 confirm 1.618 -> 0.618) and a trail that starts ~7x earlier and follows ~8x tighter. _9_MaxLevels 1-vs-5 is inert for THIS config only (StackMode=STACK_SINGLE and RecoveryMode=REC_NONE are both Wave5 compiled defaults) -- it is NOT a dead axis; it feeds RiskControl_MaxLevels(), which caps Recovery and clamps lot sizing. JUDGE CLOCK: start_date 2026-07-18 means ~10 days of demo evidence were produced by the unvalidated config; this EA is also one of the four thin EAs under the ORDER-235 rule (>=12 months live + net positive), so the +3mo judge_date below is stale. Recommendation on the table, user has not yet decided: restart start_date at the re-pin (~0.4 trades discarded against a 12-month horizon) rather than mix two configs into one judge sample. The magic field here is deliberately LEFT AT 990303 because 990303 is the correct end-state and the fix is to re-pin the chart, not to rewrite 20 files that reference this magic. CONSEQUENCE FOR THE 2026-10-16 JUDGE: any deal this leg closes is stamped 990001, so a per-magic rollup on 990303 returns ZERO TRADES -- that is a bookkeeping artifact, NOT a thin-EA result, and must not be read as one. Roll up 990001 for this leg until the re-pin lands. RE-PIN IS BLOCKED, not forgotten: changing _0_Magic makes the EA forget any position it owns, so it must be done while the leg is FLAT, and it must happen BEFORE the ORDER-510 binary refresh -- the current build returns INIT_FAILED on _0_Magic==990001 (core/LabCore.mqh:235-239), so upgrading first would leave this chart silently refusing to start. | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.27 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. | ORDER-943 CORRECTED 2026-08-02 (/scrutinize round 1): judge_date 2027-07-28 -> 2027-07-31. The thin clock starts at the FIRST REAL TRADE, not at attach - DEMO_DEPLOYMENT_PLAN.md states that rule and the C3 pass used start_date + 365 anyway, which judged this leg 3 day(s) EARLY. First entry deal 2026-07-31 + 12 months."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,PairSpread_StatArb,990984,EURUSDm,ACTIVE,DD 15%,2027-07-31,2026-07-18,"pairs-spread stat-arb EURUSD/GBPUSD z2.5 (098-F CANDIDATE_WEAK demo data-collection; 2-leg basket) | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.64 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. Owner decision 2026-08-02: this row expects 0.64 trades/wk - just ABOVE the 0.5 line - and was MOVED into the thin bucket, because at its computed rate the re-based judge date was 305 days out, i.e. the 12-month wait reached by a route that carries no lot cap. Same wait; now the cap comes with it. | ORDER-943 CORRECTED 2026-08-02 (/scrutinize round 1): judge_date 2027-07-18 -> 2027-07-31. The thin clock starts at the FIRST REAL TRADE, not at attach - DEMO_DEPLOYMENT_PLAN.md states that rule and the C3 pass used start_date + 365 anyway, which judged this leg 13 day(s) EARLY. First entry deal 2026-07-31 + 12 months. | ORDER-943 CURRENT OWNER STATE 2026-08-16: MONITOR / OBSERVATION ONLY; the earlier ORDER-235 THIN text is historical and superseded. No thin exception, no rebase, no retirement/removal."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,Boss_12_Breakout (MacroGate leg),990120,USDJPYm,ACTIVE,DD 15%,2026-10-16,2026-07-18,"MacroGate demo carry-leg ORDER-073 P3 (watchdog InpMagicsCsv=990120 stale=200 manual-CSV-refresh weekly). ORDER-211 2026-07-25: the gate's VALIDATED standing was WITHDRAWN to advisory-only -- its A/B had been measured through the broken MRIS classifier (82 false risk-off days in 2024 vs 47 real). Re-run on the corrected timeline: PF drops in all four cells, and the USDJPY eqDD benefit falls from -55.7% to -7.1%. The timing value that survives is on AUDJPY, not USDJPY -- i.e. not this leg. Keep or drop is the user's call; this is demo, not real money."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,EA_SUPERTREND (crypto ST-BTC),990025,BTCUSDm,ACTIVE,DD 15%,2027-07-26,2026-07-26,"CLOCK RESET 2026-07-26: attached 2026-07-23 but _06_AllowLive shipped false in the bundled .set, so the leg never traded -- zero deals for three days. User read the Inputs tab and flipped it true on 2026-07-26; start_date and judge_date re-based to that day (+3mo). The 2026-07-23 attach produced no evidence and must not be counted. ORDER-125 crypto TrendRider leg1; M4 PF1.88 flat/2.22 snowball1% DD5.6%; both-window+holdout+MC pass; GATE promote-live on demo swap-adj PF>1.3 (live swap BTC long -14.67%/yr, backtest=0). Attached on existing Boss_14-bench account (415573666) per user 2026-07-23, not the originally-planned 463666728 bundle account -- magic 990025 unique, no collision with 990201-208/990110/992004 on same account | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.49 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. | ORDER-943 CORRECTED 2026-08-02 (/scrutinize round 1): this judge_date is PROVISIONAL. The thin clock starts at the FIRST REAL TRADE and this leg has opened NONE, so 12 months of trading cannot have elapsed by 2027-07-26 - the date is a placeholder and MUST be re-based to first-trade + 12 months when the first deal lands (the 990025 and 990303 precedent). Until then it is also the ORDER-941 question in miniature: a leg with no trades is not on a schedule, it is unexplained."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,EA_DONCHIAN (crypto DON-ETH pyr3),990030,ETHUSDm,ACTIVE,DD 15%,2027-03-01,2026-07-26,"CLOCK RESET 2026-07-26: same AllowLive=false defect as the BTC leg 990025 -- attached 2026-07-23, never traded, user flipped it true on 2026-07-26. start_date and judge_date re-based to that day (+3mo). ORDER-125 crypto TrendRider leg2; M4 PF1.99 flat/2.52 snowball0.35% DD14.3%; pyramid3 breakout-adds; corr vs BTC-leg 0.03 additive; GATE same swap-adj PF>1.3 (ETH long -9.86%/yr). Attached on existing Boss_14-bench account (415573666) per user 2026-07-23, not the originally-planned 463666728 bundle account -- magic 990030 unique, no collision with 990201-208/990110/992004 on same account | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2027-01-26 -> 2027-03-01. Arithmetic: (30 - 0 observed) / 1.00 expected trades per week = 30.0 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,TrendRider_XAU (W2 S1),992004,XAUUSD,ACTIVE,DD 12%,2027-08-10,2026-08-10,"ORDER-139 Wave-2 S1 trend pullback H4 single-pos flat 0.01; plateau a20/s0.5/c2.5 MAIN 1.63/BWD 1.03; holdout 2026H1 1.33/23t (burned); M4 1.61/1.01 retained; MC ruin 0 DD95 4.15; corr cohort <=0.32; BWD borderline -> demo isolate, no auto-live. Attached on existing Boss_14-bench account (415573666) per user 2026-07-23, not the originally-planned 463666728 bundle account -- magic 992004 unique, no collision with 990201-208/990110 on same account | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.46 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. | ORDER-943 CORRECTED 2026-08-02 (/scrutinize round 1): this judge_date is PROVISIONAL. The thin clock starts at the FIRST REAL TRADE and this leg has opened NONE, so 12 months of trading cannot have elapsed by 2027-07-23 - the date is a placeholder and MUST be re-based to first-trade + 12 months when the first deal lands (the 990025 and 990303 precedent). Until then it is also the ORDER-941 question in miniature: a leg with no trades is not on a schedule, it is unexplained. | FIRST-TRADE LIFECYCLE 2026-08-16: first genuine trade 2026-08-10 15:00:00, source portfolio/live_deals/EA_LAB_deals_415573666_20260811.csv ticket 3273797605, comment ""TR_BUY"", attribution VALID; clock started 2026-08-10, judge date 2027-08-10; awaiting valid forward period; not decision-capable."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,TsMom_XAU (S2),992001,XAUUSDm,ACTIVE,DD 12%,,2026-08-14,"ORDER-151 (2026-07-23, user directive: demo-isolate directly, not MRIS overlay first). PARKED-VERIFY not full CANDIDATE -- no holdout/MC/sensitivity fan yet. Locked lb60/deadmult2: MAIN PF 3.72/26t, BWD PF 0.70/27t (BWD<1 KNOWN and ACCEPTED at attach, ADX regime-gate tried and did not help). Bundle _vps_deploy/S2_TSMOM_XAU/README_ATTACH.md has full judge criteria + explicit warning not to misread a losing stretch as new information. Attached on existing Boss_14-bench account (415573666) per user 2026-07-23, not the originally-planned 463666728 bundle account -- magic 992001 unique, no collision with 990201-208/990110/992004 on same account | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.17 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. | ORDER-943 CORRECTED 2026-08-02 (/scrutinize round 1): judge_date 2027-07-23 -> 2027-07-24. The thin clock starts at the FIRST REAL TRADE, not at attach - DEMO_DEPLOYMENT_PLAN.md states that rule and the C3 pass used start_date + 365 anyway, which judged this leg 1 day(s) EARLY. First entry deal 2026-07-24 + 12 months. | 2026-08-14 VPS manual ops: discovered attached on H1 although canonical strategy is D1; owner corrected chart to D1. Runtime readback PASS: magic=992001 AllowLive=true LotSize=0.01 MomLookback=60 SMA=100 ATR=20 DeadAtrMult=2.0 UseAdxGate=false SL/Trail=3.0/3.0; init log confirmed D1. Existing XAUUSDm SELL remained managed after correction. Owner decision: discard all pre-correction H1 forward evidence; valid-forward reset=2026-08-14. Derive new judge_date from the first valid D1 trade under the current accepted thin-EA rule."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,LondonORB_XAU (SS1 +trend filter),992003,XAUUSDm,ACTIVE,DD 12%,2026-10-23,2026-07-23,"2026-07-23 session: ORDER-143 unblocked (added trend-filter/partial-TP inputs, default-off, regression-confirmed). VALIDATED CANDIDATE -- full funnel passed: both-window M1 1.22/1.13 -> M4(real ticks) 1.16/1.06; holdout 2026H1 M1 1.24/M4 1.21 @n=86; TpRR fan flat 1.20-1.23 across 2.5-5.0; MC ruin 0.00% PF-5th 1.16 DD95 3.61%. Locked center EMA200/MinOr0.5/TpRR3.5 (picked on MAIN+BWD only, holdout kept independent). KNOWN WEAKNESSES: real-tick MAIN 1.16 is under the 1.2 selection bar; needs MinOr=0.5 exactly (0.8->1.09, fragile axis); holdout partially burned at cohort level by TrendRider; corr vs cohort UNMEASURED (ORDER-174 tool blocker) -> demo-isolate small size, no auto-live. Bundle _vps_deploy/SS1_LONDONORB_XAU/README_ATTACH.md has full judge criteria. Attached on existing Boss_14-bench account (415573666) per user 2026-07-23, not the originally-planned 463666728 bundle account -- magic 992003 unique, no collision with 990201-208/990110/992004 on same account"
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,PivotBreakout_XAU,992017,XAUUSDm,ACTIVE,DD 12%,2026-12-17,2026-07-28,"✅ FIXED AND VERIFIED 2026-07-28 16:40 (ORDER-530). The user attached the real PivotBreakout_XAU on XAUUSDm,H1 and its Inputs tab now matches _vps_deploy/PIVOTBREAKOUT_XAU/PivotBreakout_XAU_deploy.set on EVERY key in the file: _00_OptimizeMode=false, _01_AtrPeriod=14, _02_SlAtrMult=1.5, _02_TpRR=3.0, _03_StartGmt=0, _03_EndGmt=24, _03_ServerGmtOffset=3, _04_BuyOk=true, _04_SellOk=true, _04_LotSize=0.01, _05_DailyLossPct=5.0, _05_EmergencyDdPct=25.0, _06_Magic=992017, _06_Deviation=20, _06_AllowLive=true. 15 of 15 -- the .set was genuinely loaded, not hand-typed. NO DUPLICATE MAGIC: the EA_BREAKOUT_XAU chart that had been wearing 992017 is GONE from the Navigator, replaced in place by this one (chart count went 19 -> 20 while Boss_16 was added, so it was a swap on the same chart, not an addition). CLOCK RE-BASED: start_date 2026-07-24 -> 2026-07-28 (the real first attach of this EA) and judge_date 2026-10-24 -> 2026-12-17. The judge date is NOT +3mo: at the pre-registered 6.42 trades/month (expectations.csv) a 3-month judge sees ~19 trades and cannot clear the >=30-trade bar at any performance level, so this uses the documented DEMO_DEPLOYMENT_PLAN formula start + (30 / rate_per_week) * 7 days = 30 / 1.48 = 20.2 weeks = 142 days. Same treatment already applied to seven other EAs in that table. USER MAY OVERRIDE -- this is demo and the method is a lab convention, not a measurement. 🔴 HISTORY, DO NOT DELETE -- what this row cost: from 2026-07-24 to 2026-07-28 this row was fed by the WRONG EA. Measured three ways at the time: (1) the complete Navigator tree of 463666728 (19 charts, untruncated) contains no PivotBreakout chart; (2) the EA prints an init line unconditionally on a live chart ((TRND)_PivotBreakout_XAU_rev01.mq5:82, suppressed only by _00_OptimizeMode or MQL_OPTIMIZATION, and its deploy .set pins _00_OptimizeMode=false) yet printed nothing in 3747 log lines across 07-26..07-28 including the 07-26 17:02:51 restart where eight other charts announced themselves; (3) zero deals in 11 days. WHAT IS ACTUALLY WEARING MAGIC 992017: a chart running EA_BREAKOUT_XAU on XAUUSDm,H1. Its Inputs tab reads _06_Magic=992017 and _06_AllowLive=true while EVERY EA_BREAKOUT-specific parameter sits at that EA's compiled default (BreakoutBars 40, SlAtrMult 1.5, TpAtrMult 5.0, AtrPeriod 14, AtrMaPeriod 20, AtrExpandRatio 1.0, UseDailyEma true, EmaPeriod 200, BuyOnly true, lot 0.01). That is the exact fingerprint of loading _vps_deploy/PIVOTBREAKOUT_XAU/PivotBreakout_XAU_deploy.set onto an EA_BREAKOUT_XAU chart: MT5 applies only the inputs whose NAMES match and silently ignores the rest, and the only overlapping names where the two EAs disagree are _06_Magic (991001 -> 992017) and _06_AllowLive (false -> true). So the wrong EA was attached and the right .set was loaded onto it, with no error anywhere. CONSEQUENCE: since 2026-07-24 this row has been fed by a 40-bar breakout with a 5xATR TP on XAU H1, not by the validated daily-pivot R1/S1 H4 TpRR 3.0 strategy. The full funnel evidence below (Model-4 MAIN 1.16 / BWD 1.22 / holdout 1.33, MC ruin 0.00) describes a config that has never been on a chart here. The four days 2026-07-24..07-28 produced no PivotBreakout evidence at all and are discarded by the re-base (that leg also closed zero trades in the window, so nothing measurable is lost). LESSON: MT5 raises no error when a .set is loaded onto the wrong EA -- it applies the inputs whose NAMES match and silently drops the rest -- so an attach is only verified once the Inputs tab has been read back, and a magic that looks right is the weakest possible evidence. ORIGINAL EVIDENCE FOLLOWS, UNCHANGED: 2026-07-23 signal-scanner idea: classic daily-pivot R1/S1 breakout H4, one trade/direction/day. Locked center SlAtrMult=1.5/TpRR=3.0. Full funnel passed on REAL TICKS: Model-4 MAIN 1.16/n231, BWD 1.22/n200, holdout 2026H1 1.33/n35 -- degradation from Model-1 (1.18/1.26) was tiny (-0.02 to -0.04), far more graceful than this same session's MomentumBurst collapse (-0.3 to -0.5), consistent with a fill-survivable edge (wider ATR-relative SL vs a tight point-based stop). Sensitivity fan (TpRR 1.5-3.5) never dipped below 1.0 on either window -- genuine plateau. MC: ruin 0.00%, PF-5th 1.16, DD95 8.24%, worst 12.41%. KNOWN WEAKNESS: corr vs cohort UNMEASURED (ORDER-174 unblocked by ORDER-170 closure but not yet run) -> demo-isolate small size, no auto-live. Bundle _vps_deploy/PIVOTBREAKOUT_XAU/README_ATTACH.md has full judge criteria. Attached 2026-07-24 on the originally-planned 463666728 account (assumed -- user did not specify a different account like the previous 4-EA batch; flag if wrong)"
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,(Boss)_RSI_MR_GridLog,990103,EURUSDm,ACTIVE,DD 15%,2026-11-20,2026-07-24,"Demo-isolate re-attach of an EA previously LIVE on real account 159503454, REMOVED 2026-07-18 for hitting the 25% closed-DD kill trigger. Re-validated 2026-07-23 (ORDER-182-186, continuous-span methodology replacing the invalid stitched-window WFA): locked config RSI25/75+SL25+Dist9 gives both-window MAIN PF 1.96/216t, BWD PF 1.56/199t (cleanest sensitivity fan of the session, 8/8 variants stay PF>1 both windows). MC PF-5th MAIN 1.544/BWD 1.209, ruin 0%. Basket-duration tail: max 98.4d MAIN / 182.1d BWD (multi-month capital lockup, size accordingly). KNOWN BLOCKER: holdout 2026H1 FAILS outright (0.76/n=21, confirmed on 2 independent configs as a real regime feature, not tunable) -- this is BUILD-ON evidence, NOT a validated CANDIDATE; attached as an accepted exception per user, same as the 2026-07-23 XAGUSD/LondonORB precedent. Attached 2026-07-24 (user confirmed) -- successful attach implicitly confirms 463666728 is Hedging-mode (the open question flagged pre-attach). Bundle _vps_deploy/RSI_MR_EURUSD/README_DEPLOY.txt has full evidence + pre-attach checklist. Judge 2026-10-24 (+3mo). | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2026-10-24 -> 2026-11-20. Arithmetic: (30 - 0 observed) / 1.92 expected trades per week = 15.6 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,EA_BREAKOUT_XAU (Bars8 additive),991002,XAUUSDc,REMOVED,,,2026-07-26,"REMOVED by user 2026-07-26, the same day it was discovered. UNTRACKED UNTIL THEN -- read directly from live Inputs tab screenshot 2026-07-26. Inputs match _vps_deploy/BRK_XAU_Bars8/BRKXAUH4_Bars8_demo_v1.set exactly (Bars8/Sl1.5/Tp4.0/Ema200/BuyOnly/lot0.01/dev20) and _06_AllowLive=true. ⚠️ PLAN DRIFT: that bundle and MASTER_BACKLOG 'EA #10 deploy' both specify DEMO MT5, not a real account -- it is running on real money. ⚠️ MAGIC COLLISION ACROSS ACCOUNTS: 991002 is also (BRK)_TrendlineBreakout on real account 159503454; magics only need to be unique within an account so no execution conflict, but every by-magic report that does not also key on account will merge these two different EAs. Keep-or-move-to-demo is the user's call."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,Boss_16_KangarooGrid,990016,XAUUSDm,ACTIVE,DD 12%,2027-01-13,2026-07-28,"✅ RE-ATTACHED AND VERIFIED 2026-07-28 16:37 (ORDER-530). Boss_16_KangarooGrid 2.00 on XAUUSDm,H1, Inputs tab read back: _0_Magic=990016 (correct -- NOT the compiled default 990001 and NOT the 990018 the _scaled_demo preset carries), RC_PersistHalt=true, RC_AdoptLegacyHalt=false. The last pair matters for ORDER-510: it started cleanly with AdoptLegacyHalt=false, which proves no legacy pre-132 Boss_990016_* GlobalVariable is present on this account -- consistent with the user having deleted the four stale rc_peak_eq keys on 07-28, and a live demonstration that the fail-closed gate does not fire once the account is clean. CLOCK RE-BASED: start_date 2026-07-26 -> 2026-07-28, judge_date 2027-01-11 -> 2027-01-13, preserving this row's own pre-registered rule (attach + 5.5 months, chosen because at 5.7 trades/month a 3-month judge sees ~17 trades and cannot clear the 30-trade bar). Nothing was discarded: the leg closed zero trades between 07-26 and 07-28. 🔴 HISTORY, DO NOT DELETE: ATTACHED ON 07-26, GONE FROM THE TERMINAL BY 07-28. Both facts are measured, and they are not in tension: the Experts log has [INIT] Boss_16_KangarooGrid (XAUUSDm,H1) twice on 2026-07-26 at 17:29:45 and 17:31:04 (the binary swap described below), so it really was attached and running; the complete Navigator tree read on 2026-07-28 16:24 (19 charts, untruncated, Indicators node visible below it) contains NO Boss_16 chart. So it was attached, then removed or the chart was closed, some time between 07-26 17:31 and 07-28 16:24. This also retires the earlier open question -- the ORDER-511 handoff listed 990016 as no deals, no GlobalVariable, not visible in the Navigator, cause unknown, and considered whether the ORDER-129 default-magic guard had refused it. It had not: it started cleanly, twice. Resolved by re-attach the same day. ORIGINAL ROW FOLLOWS, UNCHANGED: ORDER-213 bundle _vps_deploy/BOSS16_KANGAROO_XAU. Attached 2026-07-26 on XAUUSDm H1, flat preset Boss16_Kangaroo_XAU_21_30.set (_16_BaseLotMode=0, lot 0.01 fixed) -- NOT the scaled preset: this account sits at ~100,050 USD and the scaled set anchors at 10,000, which would have traded 0.10 lot per order, 10x intended. Magic is 990016 (the flat set own magic), not the 990018 the scaled set carries. Binary verified on the chart the hard way: the first attach silently ran the stale 128,744-byte ex5 -- caught because _16_BaseLotMode was ABSENT from the Inputs list, an input the current build declares between the 16-Lots header and _16_BaseLot. Replaced with the 134,550-byte build (SHA256 B5001606FCBB...0127CFC), terminal restarted, input now visible and = 0. PRE-REGISTERED: expect PF 1.46 at ~5.7 trades/month; do NOT quote the archived 1.57/285t, that funnel ran to 2026.07.01 and ate the holdout. 2026H1 is SPENT for this EA so the demo forward record IS the holdout (this is the Boss_16 precedent CLAUDE.md cites). Judge bar PF>=1.40 at >=30 closed trades; judge_date = attach + 5.5 months = 2027-01-11, NOT +3mo -- at 5.7 trades/month a 3-month judge sees ~17 trades and cannot clear the trade bar at any performance level. Kill: eqDD>12% or 3-mo PF<0.8 at >=15 trades. If it trips the DD kill early, check the grid leg before blaming the entry -- BWD eqDD was 9.70%, so 12% is deliberately tight."
