"id","port_number","ea_token","bt_time","time_frame","symbols","platform","days","bal_start","bal_end","profit_percent","profit_factor","expected_payoff","max_dd","trades","profit_trades","loss_trades","new_total_ai","new_a_val","new_b_val","new_c_val","new_d_val","new_e_val","total_ai","equity_dd_percent","balance_dd_percent"
"426460","18031349","USW6828","2025-06-21T14:27:22","60","COCOCO","MT5","247","1000000","1077360.26","19.5","8.16","9831.07","0.11365","20","19","1","76.3238870011463","3.56225859200762","15.5345911949686","17.2270372141701","20","20","0.10471","11.36","0.25"
"427662","18031349","RAM7519","2025-06-21T15:20:34","60","PRM","MT5","247","1000000","1059689.49","5.97","20.39","10461.2","0.01444","6","6","0","76.3184133615017","1.15951862496355","15.5345911949686","19.6243035415696","20","20","0.09773","1.44","0.07"
"342581","18031349","UVQ7028","2025-06-04T17:56:35","60","RCL","MT5","247","1000000","1082091.39","20.14","51.83","34543.6","0.11885","6","6","0","76.3144101700525","3.67002371516094","15.5345911949686","17.109795259923","20","20","0.10513","11.89","0.17"
"589942","95181184","BID6580","2025-09-27T14:04:17","60","BABA","MT5","254","10000","10347.72","3.48","14.7","31.61","0.01359","11","9","2","76.304686871775","0.683622251897717","15.9748427672956","19.6462218525817","20","20","0.09487","1.36","0.15"
"493913","18031349","BNF7321","2025-07-26T14:25:19","60","BANPU","MT5","247","1000000","1100903.12","10.09","27.1","26192.4","0.04574","4","4","0","76.2912072065001","1.92261722270154","15.5345911949686","18.83399878883","20","20","0.09967","4.57","0.25"
"356250","18031349","QFF7153","2025-06-06T13:38:14","60","PR9","MT5","247","1000000","1031890.91","5.53","113.18","28202","0.0123","2","2","0","76.2904535301094","1.07632945986897","15.5345911949686","19.6795328752719","20","20","0.09755","1.23","0.04"
"60974","2003394","EZO6856","2025-03-15T13:38:01","60","CCET","MT5","247","1000000","1365308.74","51.68","7.79","2732.82","0.1287","190","189","1","76.286559963144","8.33223822043791","11.6509433962264","16.8898945995378","19.4134837469419","20","0.1334","11.95","0.21"
"327134","18031349","PRQ5468","2025-06-01T09:24:27","60","PRM","MT5","247","1000000","1052882.85","5.29","10.8","4162.97","0.01082","14","14","0","76.283050389528","1.03063946802897","15.5345911949686","19.7178197265305","20","20","0.09745","1.08","0.1"
"585505","95181184","AYD3496","2025-09-25T14:46:25","60","MSFT","MT5","254","10000","10474.55","4.75","23.08","43.14","0.0246","11","10","1","76.2663117260243","0.92726824928331","15.9748427672956","19.3642007094454","20","20","0.09551","2.46","0.21"
"128856","2003394","QPL4379","2025-03-25T18:28:09","60","TRUE","MT5","247","1000000","5710.79","56.55","388.68","578819","0.16881","1","1","0","76.2658519347063","8.96424308254454","11.6509433962264","16.0232465085747","19.6274189473606","20","0.1345","16.88","0.15"
"352937","18031349","NLX7063","2025-06-06T10:55:56","60","PR9","MT5","247","1000000","1012236.71","5.38","99.1","27744.8","0.01235","2","2","0","76.2615821523349","1.04875028037042","15.5345911949686","19.678240676996","20","20","0.09742","1.23","0.05"
"249308","2003394","EXX8140","2025-04-10T13:39:02","60","CCET","MT5","247","1000000","14899.81","33.89","24.03","26293.6","0.04944","15","15","0","76.2303145308895","5.83666603329182","11.6509433962264","18.7427051013713","20","20","0.12222","4.94","0.15"
"364713","18031349","KUZ7092","2025-06-07T15:09:08","60","EA","MT5","246","1000000","1062833.28","6.28","43.49","32156.1","0.01798","2","2","0","76.2237460187126","1.21876495849485","15.4716981132075","19.5332829470102","20","20","0.09796","1.8","0.09"
"59229","2003394","TIY2040","2025-03-15T09:55:16","60","CCET","MT5","247","1000000","1583372.58","76.29","75.77","60097","0.28226","13","13","0","76.208484850717","11.3387790739188","11.6509433962264","13.8052786336299","19.4134837469419","20","0.14246","28.23","0.15"
"282191","18031349","OTQ9498","2025-05-23T10:46:15","60","PRM","MT5","247","1000000","1021143.37","8.49","4.64","2671.32","0.03745","32","31","1","76.2043889225117","1.62963411330551","15.5345911949686","19.0401636142376","20","20","0.09915","3.75","0.28"
"487494","18031349","PEE1745","2025-06-30T15:52:30","60","RCL","MT5","247","1000000","1060867.98","6.09","49.54","20707.4","0.01992","3","3","0","76.1999204187081","1.1817484421319","15.5345911949686","19.4835807816076","20","20","0.0975","1.99","0.07"
"487425","18031399","ALT3383","2025-06-30T15:48:03","60","STGT","MT5","185","1000000","1373809.1","45.99","22.41","37286","0.12402","13","13","0","76.1972722126417","7.56803144197635","11.6352201257862","16.9940206448792","20","20","0.12639","10","0.25"
"223680","2003394","YKN4155","2025-04-08T13:37:11","60","DELTA","MT5","247","1000000","7739.15","50.71","3.82","29411.6","0.15311","17","16","1","76.1905320419219","8.20426502296194","11.6509433962264","16.3570464469208","19.9782771758127","20","0.13033","15.31","8.96"
"379243","18031349","FEB9599","2025-06-10T10:09:21","60","EA","MT5","246","1000000","1056906.48","5.69","59.82","19291.3","0.01544","3","3","0","76.1771712428085","1.10692452305207","15.4716981132075","19.5985486065489","20","20","0.09751","1.54","0.08"
"579230","95181184","AMQ0993","2025-09-23T10:07:16","60","BABA","MT5","254","10000","10272.03","2.72","20.54","27.2","0.01323","10","9","1","76.1671465316465","0.536791490200852","15.9748427672956","19.65551227415","20","20","0.09422","1.32","0.14"
"582295","95181184","AQZ0696","2025-09-24T13:22:47","60","AAPL","MT5","254","10000","10514.1","5.14","9.76","16.58","0.03161","31","27","4","76.1642377446282","1.00264240972","15.9748427672956","19.1867525676126","20","20","0.09554","3.16","0.26"
"578343","95181184","ALI5791","2025-09-22T16:46:42","60","BABA","MT5","254","10000","10900.32","6.35","3.04","79.3","0.04109","8","6","2","76.15479889183","1.23059247886302","15.9748427672956","18.9493636456714","20","20","0.09618","4.11","2.44"
"451488","18031349","SZT0264","2025-06-25T15:07:53","60","BA","MT5","247","1000000","755567","6.83","4.4","11024.8","0.02762","6","5","1","76.143834824064","1.32169025952214","15.5345911949686","19.2875533695733","20","20","0.09784","2.76","1.3"
"397786","18031349","PYQ1826","2025-06-14T15:51:39","60","TASCO","MT5","247","1000000","1050537.6","5.05","32.03","13041.6","0.01459","4","4","0","76.1410700097823","0.986040662843085","15.5345911949686","19.6204381519707","20","20","0.09694","1.46","0.06"
"300181","18031349","EZR5905","2025-05-26T15:51:50","60","RCL","MT5","247","1000000","1009834.84","11.53","11.41","16702.3","0.06349","7","6","1","76.1168360864911","2.18219668341319","15.5345911949686","18.4000482081094","20","20","0.10055","6.35","0.56"
"460754","18031349","GCF1439","2025-06-26T16:14:58","60","PR9","MT5","247","1000000","664871.37","10.43","7.2","9559.55","0.05587","14","14","0","76.10340861309","1.98371447617879","15.5345911949686","18.5851029419427","20","20","0.09968","5.59","0.25"
"624450","95181184","IAG6451","2025-11-03T15:32:30","60","MA","MT5","254","10000","11039.67","10.96","18.72","15.07","0.07818","73","60","13","76.1030442680381","2.07972143084214","15.9748427672956","18.0484800699004","20","20","0.09825","7.82","0.39"
"399106","18031349","QNQ7692","2025-06-15T08:59:45","60","RCL","MT5","247","1000000","1109278.27","10.93","65.2","55490.2","0.05977","2","2","0","76.0989417374477","2.07419193281311","15.5345911949686","18.490158609666","20","20","0.10002","5.98","0.09"
"303832","18031349","GEG4813","2025-05-27T10:40:39","60","BA","MT5","247","1000000","1046566.75","4.66","92.85","23536.9","0.0136","2","2","0","76.0908559271979","0.910300898236935","15.5345911949686","19.6459638339924","20","20","0.09677","1.36","0.03"
"27275","51114369","SWM9320","2025-02-02T16:24:11","15","XAUUSD","MT5","24","10000","25098.01","150.98","3.01","34.16","0.13625","478","332","146","76.0856188498096","18.4040693426423","1.13207547169811","16.7232566289679","19.8262174065013","20","0.46582","13.63","4.47"
"340243","18031349","SOL2639","2025-06-04T14:34:37","60","BA","MT5","247","1000000","941494.72","4.72","61.48","15760.2","0.01431","3","3","0","76.0854981331551","0.923252781124342","15.5345911949686","19.6276541570622","20","20","0.09673","1.43","0.03"
"142815","2003394","LCQ6498","2025-03-27T17:38:08","60","CCET","MT5","247","1000000","948094.18","33.31","35.11","24050.4","0.03895","15","15","0","76.0788640977237","5.75057891456965","11.6509433962264","19.0026934734544","19.6746483134732","20","0.12259","3.9","0.15"
"106147","2003373","MCT1185","2025-03-22T11:27:24","60","CCET","MT5","247","100000","138537.42","58.8","26.02","3317.53","0.1886","18","17","1","76.0724860644816","9.24981204007075","11.6509433962264","15.6121758715012","19.5595547566831","20","0.13506","18.86","0.82"
"578004","95181184","ALA8489","2025-09-22T15:03:18","60","BABA","MT5","254","10000","11827.1","13.53","3.82","64.29","0.0991","21","17","4","76.0716991606538","2.5374806298073","15.9748427672956","17.5593757635509","20","20","0.09964","9.91","4.03"
"366373","18031349","TEI1115","2025-06-07T16:37:04","60","PR9","MT5","247","1000000","1043314.14","4.33","109.92","43711.8","0.01199","1","1","0","76.0701838498353","0.848046390972131","15.5345911949686","19.6875462638946","20","20","0.09644","1.2","0.04"
"283879","18031399","BDS0132","2025-05-23T14:26:30","60","KBANK","MT5","247","1000000","1095593","9.56","42.96","97871","0.05119","1","1","0","76.0601865100048","1.82591538386478","15.5345911949686","18.6996799311715","20","20","0.09943","5.12","0.23"
"281231","18031349","LTG9366","2025-05-23T09:46:34","60","PRM","MT5","247","1000000","337530.22","8.55","3.61","2557.71","0.04406","36","35","1","76.0515599574943","1.64137099307794","15.5345911949686","18.8755977694478","20","20","0.09887","4.41","1.44"
"280658","18031349","JDZ8291","2025-05-23T09:32:05","60","PRM","MT5","247","1000000","1018460.85","3.89","12.24","3037.29","0.00952","14","14","0","76.0485982687864","0.762495525906913","15.5345911949686","19.7515115479109","20","20","0.09629","0.95","0.07"
"582546","95181184","ARE2782","2025-09-24T13:42:36","60","AAPL","MT5","254","10000","10808.02","15.22","7.63","192","0.11309","8","5","3","76.0485898492461","2.83403597533932","15.9748427672956","17.2397111066112","20","20","0.10037","11.31","1.92"
"349553","18031349","BWL1702","2025-06-06T08:30:01","60","JMT","MT5","247","1000000","1040323.11","4.03","45.28","10308.4","0.01087","4","4","0","76.0417431852193","0.7906269518743","15.5345911949686","19.7165250383765","20","20","0.09624","1.09","0.04"
"745881","5048530893","BDT8587","2026-04-05T18:07:56","240","XAUUSD","MT5","517","10000","19687.4","96.87","1.17","31.93","0.31287","294","109","185","76.035987945853","13.5478748842765","20","13.2613275263152","20","9.22678553526129","0.16412","20.34","19.88"
"373852","18031349","BNH5871","2025-06-09T13:32:50","60","PR9","MT5","247","1000000","1017844.55","5.42","37.88","28348.8","0.02152","2","2","0","76.0337645967852","1.05648888158712","15.5345911949686","19.4426845202295","20","20","0.09698","2.15","0.14"
"163449","2003394","QYE4899","2025-04-01T11:03:08","60","CCET","MT5","247","1000000","1378867.31","53.23","41.52","30695.8","0.1679","18","18","0","76.0287778447713","8.53542764277091","11.6509433962264","16.0424068057739","19.8","20","0.13158","16.79","0.15"
"339328","18031349","SGM1396","2025-06-04T13:53:19","60","AEONTS","MT5","247","1000000","1061280.74","6.13","35.46","15764.8","0.02704","4","4","0","76.0263698543175","1.18952848132171","15.5345911949686","19.3022501780272","20","20","0.0974","2.7","0.1"
"332213","18031349","RQA0818","2025-06-01T15:50:56","60","PRM","MT5","247","1000000","888813.07","10.05","7.27","17069.6","0.05645","6","5","1","76.0201647369587","1.91462127894878","15.5345911949686","18.5709522630414","20","20","0.09952","5.65","0.81"
"465043","18031349","CHN8995","2025-06-27T09:53:19","60","ROJNA","MT5","247","1000000","1087367.47","8.74","24.9","22755.7","0.04672","4","4","0","76.0195584598587","1.6751921977538","15.5345911949686","18.8097750671363","20","20","0.09861","4.67","0.15"
"365745","18031349","ORB2023","2025-06-07T16:11:06","60","TASCO","MT5","247","1000000","922672.46","7.11","8.36","17680.3","0.03525","4","3","1","76.0034270965269","1.37358236543117","15.5345911949686","19.0952535361272","20","20","0.09786","3.52","0.49"
"612611","95181184","NTP8993","2025-10-27T18:37:39","60","TSLA","MT5","254","10000","10012.73","0.13","1274","0.64","0.00011","20","19","1","75.9973976086836","0.0254438084497694","15.9748427672956","19.9971110329383","20","20","0.09229","0.01","0"
"190565","2003394","GTO9664","2025-04-03T16:17:34","60","CCET","MT5","247","1000000","1326427.87","32.64","16.16","13383.1","0.04542","26","26","0","75.9953422220369","5.64979033878615","11.6509433962264","18.8419153825337","19.8526931044907","20","0.12146","4.54","0.15"
"365363","18031349","OIF9334","2025-06-07T16:00:03","60","JMART","MT5","247","1000000","618682.08","8.15","5.65","10984.8","0.04342","7","6","1","75.9934480112375","1.56738764582673","15.5345911949686","18.8914691704422","20","20","0.09841","4.34","0.81"
"641930","95181184","QBI6572","2025-11-10T16:28:25","60","XPEV","MT5","254","10000","10017.12","0.17","155.64","1.22","0.00076","14","13","1","75.9891018712738","0.0342107239689506","15.9748427672956","19.9800483800092","20","20","0.09224","0.08","0"
"462551","18031349","ZWD8350","2025-06-27T08:22:29","60","BA","MT5","247","1000000","860939.54","6.57","4.79","10711.7","0.03199","6","5","1","75.9842121504766","1.27244090103259","15.5345911949686","19.1771800544755","20","20","0.09737","3.2","1.19"
"304231","18031349","HDZ8920","2025-05-27T11:18:05","60","RCL","MT5","247","1000000","1000310.72","10.85","47.17","22042.1","0.06397","5","4","1","75.9838438577021","2.06079946561623","15.5345911949686","18.3884531971173","20","20","0.0999","6.4","0.07"
"123635","2003394","ITK2409","2025-03-25T13:31:00","60","CCET","MT5","247","1000000","1208468.88","37.06","60.01","54899.8","0.06371","7","7","0","75.9779051223867","6.30480973803188","11.6509433962264","18.3947330407679","19.6274189473606","20","0.1245","6.37","0.15"
"361588","18031349","CLJ2228","2025-06-07T12:37:59","60","GUNKUL","MT5","247","1000000","1019145.1","3.89","36.45","19579.5","0.01231","2","1","1","75.9762889454842","0.762423331314762","15.5345911949686","19.6792744192009","20","20","0.09603","1.23","0.08"
"380935","18031349","GEQ8010","2025-06-10T12:50:04","60","STA","MT5","247","1000000","985016.91","11","9.44","12743.4","0.06557","9","8","1","75.9712311271801","2.08678426612161","15.5345911949686","18.34985566609","20","20","0.09983","6.56","0.33"
"412276","18031349","WEG5647","2025-06-17T16:53:04","60","TASCO","MT5","247","1000000","987501.57","4.72","10.77","23541.1","0.01905","2","1","1","75.9634470822189","0.923001644359262","15.5345911949686","19.5058542428911","20","20","0.09638","1.91","0.37"
"749205","18031310","IFM0479","2026-04-26T15:20:54","60","KTB","MT5","245","1000000","770061.55","7.52","130.74","74972.2","0.03499","1","1","0","75.9599982844445","1.44941858717251","15.4088050314465","19.1017746658255","20","20","0.09867","3.5","0.06"
"598029","95181184","OBV3384","2025-10-14T13:01:59","60","US30","MT5","261","10000","14042.18","40.42","2.08","36.42","0.11371","111","72","39","75.9539483759888","6.78961128411299","16.4150943396226","17.2256798619032","20","15.52356289035","0.12216","11.07","9.33"
"400891","18031349","RZB1178","2025-06-15T10:08:58","60","BA","MT5","247","1000000","1017837.76","4.93","10.13","16373.1","0.02109","3","2","1","75.951443334036","0.963185208592206","15.5345911949686","19.4536669304752","20","20","0.0965","2.11","0.43"
"341335","18031349","SYW9058","2025-06-04T15:29:46","60","JMT","MT5","247","1000000","1033618.13","3.36","23.04","5857.19","0.00965","6","6","0","75.9440388502138","0.661307890540803","15.5345911949686","19.7481397647045","20","20","0.09569","0.96","0.02"
"283859","18031349","VVW0446","2025-05-23T14:23:26","60","PRM","MT5","247","1000000","977833.92","8.49","3.84","1867.89","0.04826","46","44","2","75.9367450758562","1.63038163823879","15.5345911949686","18.7717722426488","20","20","0.09861","4.83","0.28"
"324850","18031349","OHP6440","2025-05-30T16:47:29","60","STA","MT5","247","1000000","895340.34","9.25","5.17","24388.4","0.05448","4","3","1","75.9222978740841","1.76864690538352","15.5345911949686","18.619059773732","20","20","0.0989","5.45","1.88"
"171033","2003373","JQN4891","2025-04-01T17:30:20","60","TRUE","MT5","247","100000","96280.02","34.78","15.33","3896.86","0.05976","9","8","1","75.9108204379811","5.96947563839875","11.6509433962264","18.4904014033559","19.8","20","0.12253","5.98","1.14"
"401771","18031349","SMH3154","2025-06-15T10:38:19","60","EGCO","MT5","247","1000000","1050222.91","5.02","15.7","26820","0.02335","2","2","0","75.9106545455656","0.98004873752164","15.5345911949686","19.3960146130754","20","20","0.09647","2.33","0.25"
"418287","18031349","XED9132","2025-06-19T15:24:32","60","PRM","MT5","247","1000000","854569.59","7.9","8.54","16208.4","0.04493","5","4","1","75.908765231669","1.52013004751183","15.5345911949686","18.8540439891886","20","20","0.098","4.49","0.29"
"624521","95181184","COO4796","2025-11-03T15:50:36","60","MA","MT5","254","10000","11073.32","12.04","51.64","18.92","0.09512","64","51","13","75.900613656412","2.27437575557135","15.9748427672956","17.651395133545","20","20","0.09834","9.51","0.1"
"422482","18031349","YYO2094","2025-06-20T13:23:27","60","PR9","MT5","247","1000000","1000982.82","3.74","70.58","19445.1","0.01484","2","2","0","75.8826091421112","0.734020443313676","15.5345911949686","19.6139975038289","20","20","0.09566","1.48","0.05"
"633544","95181184","ITQ9829","2025-11-06T14:50:26","60","BIDU","MT5","253","10000","10340.7","3.51","43","3.17","0.02834","112","108","4","75.8714283869396","0.69015402526459","15.9119496855346","19.2693246761405","20","20","0.09402","2.83","0.08"
"410921","18031349","VUQ9331","2025-06-17T10:25:08","60","JMT","MT5","247","1000000","929923.13","14.15","5.84","13870","0.09405","10","9","1","75.8580763248254","2.64726899189029","15.5345911949686","17.6762161379666","20","20","0.10109","9.41","1.25"
"395782","18031349","NIO1850","2025-06-14T09:01:26","60","BA","MT5","247","1000000","975212.6","7.2","4.82","17822.9","0.04179","4","3","1","75.8563664766312","1.38982347960612","15.5345911949686","18.9319518020565","20","20","0.09756","4.18","1.27"
"79457","2003394","GCI8692","2025-03-19T10:00:26","60","CCET","MT5","247","1000000","1406438.96","55.99","62.65","27427.7","0.17868","21","21","0","75.8549277250852","8.89210046251139","11.6509433962264","15.8168949867785","19.4949888795689","20","0.13345","17.87","0.14"
"49206","2003394","CHG8052","2025-03-13T16:19:44","60","DELTA","MT5","247","1000000","29216.26","43.68","5.45","20481.5","0.09889","21","20","1","75.83825800971","7.24859470633817","11.6509433962264","17.5642190906412","19.3745008165042","20","0.12842","9.18","4.11"
"494038","18031349","INX9626","2025-07-31T11:52:13","60","AOT","MT5","247","1000000","1039109.45","3.91","4.59","10000.7","0.01791","5","5","0","75.8369508529688","0.767280964874659","15.5345911949686","19.5350786931256","20","20","0.09539","1.79","0.25"
"243914","2003394","UVY1804","2025-04-10T09:32:01","60","CCET","MT5","247","1000000","1305536.06","30.55","16.36","13559.2","0.04514","24","24","0","75.8320630893171","5.33227460752993","11.6509433962264","18.8488450855607","20","20","0.11944","4.51","0.15"
"87280","2003394","QHQ8889","2025-03-20T09:13:37","60","COM7","MT5","247","1000000","1106927.6","37.44","15.83","46129.2","0.06753","8","7","1","75.8305388039433","6.36074707072657","11.6509433962264","18.3026839582283","19.516164378762","20","0.12471","6.65","1.09"
"531671","2003537","BOJ7591","2025-08-25T11:36:12","60","AOT","MT5","247","1000000","1043828.05","4.38","7.6","10094.2","0.02286","5","5","0","75.8009865943877","0.857895456605473","15.5345911949686","19.4084999428137","20","20","0.09543","2.29","0.15"
"88325","2003394","ZCN7414","2025-03-20T10:27:22","60","CCET","MT5","247","1000000","14201.26","58.23","10.68","72554.4","0.19642","9","8","1","75.7976933663546","9.1779216139876","11.6509433962264","15.4526639773786","19.516164378762","20","0.13404","18.88","3.43"
"307717","18031349","ILA1212","2025-05-28T09:10:39","60","AEONTS","MT5","247","1000000","1020099.1","2.01","14.43","3599.27","0.00524","6","6","0","75.7954294275811","0.397995588790049","15.5345911949686","19.8628426438225","20","20","0.09471","0.52","0.03"
"114527","2003394","KEG0826","2025-03-24T12:17:10","60","CCET","MT5","247","1000000","22729.98","57.06","9.17","71148.9","0.19383","9","8","1","75.789694551131","9.02902664421588","11.6509433962264","15.50531336302","19.6044111476687","20","0.13315","19.36","4.05"
"749038","18031310","DAP9844","2026-04-24T14:40:46","60","SPALI","MT5","245","1000000","1042649.56","4.26","9.47","9536.84","0.0177","5","5","0","75.7845744981198","0.835302544614962","15.4088050314465","19.5404669220583","20","20","0.09655","1.77","0.25"
"585988","95181184","BAB9341","2025-09-25T15:59:52","60","MSFT","MT5","254","10000","10754.2","6.95","10.14","113.3","0.06085","6","4","2","75.7828069753095","1.34401199320477","15.9748427672956","18.4639522148092","20","20","0.09573","6.08","0.69"
"339491","18031349","SKY6402","2025-06-04T13:59:49","60","JMT","MT5","247","1000000","1029984.26","3","24.76","6249.28","0.0135","5","5","0","75.7740056345871","0.590870411427644","15.5345911949686","19.6485440281909","20","20","0.09517","1.35","0.03"
"494034","18031349","HUC5938","2025-07-31T10:15:13","60","HMPRO","MT5","247","1000000","1020542.09","2.05","60.57","20886.9","0.0065","1","1","0","75.7712727085401","0.406678938104559","15.5345911949686","19.8300025754669","20","20","0.09422","0.65","0.03"
"627061","95181184","RQE7070","2025-11-04T15:34:10","60","AAPL","MT5","254","10000","10668.33","6.68","11.65","9.83","0.05963","68","53","15","75.7622901607436","1.29388892961166","15.9748427672956","18.4935584638364","20","20","0.09537","5.96","0.42"
"582404","95181184","AQZ3127","2025-09-24T13:31:30","60","AAPL","MT5","254","10000","10317.38","3.17","42.22","45.34","0.03265","7","6","1","75.7603032713775","0.624895177168387","15.9748427672956","19.1605653269135","20","20","0.0937","3.26","0.08"
"333579","18031349","RXH7605","2025-06-01T18:27:57","60","AEONTS","MT5","247","1000000","1045569.24","4.56","23.75","23786.2","0.0263","2","2","0","75.746837946002","0.891229287589148","15.5345911949686","19.3210174634443","20","20","0.09601","2.63","0.1"
"243934","2003394","WQS2525","2025-04-10T09:32:54","60","CCET","MT5","247","1000000","1338840.48","33.88","12.88","14129.3","0.06942","26","26","0","75.7443336726025","5.83607851860405","11.6509433962264","18.257311757772","20","20","0.12097","6.94","0.15"
"196334","2003394","TAY0843","2025-04-04T11:07:07","60","CCET","MT5","247","1000000","1304612.2","30.46","18.6","18936.6","0.04328","17","17","0","75.7432905244076","5.3181166372301","11.6509433962264","18.8949427226372","19.8792877683139","20","0.11957","4.33","0.15"
"189879","2003373","KFC1664","2025-04-03T11:51:00","60","TRUE","MT5","247","100000","99689.7","38.19","19.84","7696.28","0.09031","5","4","1","75.7360284827531","6.46914385801711","11.6509433962264","17.7632481240189","19.8526931044907","20","0.12363","9.03","1.05"
"248452","2003394","HZT8761","2025-04-10T11:55:14","60","CCET","MT5","247","1000000","17334.46","42.24","13.23","18555.3","0.12215","25","24","1","75.7333019755017","7.04655260096492","11.6509433962264","17.0358059783103","20","20","0.12501","12.21","0.62"
"279331","18031349","HYY9381","2025-05-23T09:03:08","60","AAV","MT5","247","1000000","978435.19","1.6","5.09","1193.09","0.00464","14","13","1","75.7298728056154","0.316781735166345","15.5345911949686","19.8784998754805","20","20","0.0944","0.46","0.24"
"634882","95181184","HIA6617","2025-11-06T17:53:44","60","JD","MT5","254","10000","10000","8.27","6.69","16.53","0.03166","51","34","17","75.7269430907531","1.5900635507588","15.9748427672956","19.185492726297","20","18.9765440464017","0.09818","3.17","1.17"
"636553","95181184","EVZ0269","2025-11-07T10:55:00","60","JD","MT5","254","10000","10000","8.27","6.69","16.53","0.03166","51","34","17","75.7269430907531","1.5900635507588","15.9748427672956","19.185492726297","20","18.9765440464017","0.09817","3.17","1.17"
"341575","18031349","TCC7541","2025-06-04T16:07:38","60","TASCO","MT5","247","1000000","1017494.86","1.75","7.93","2224.35","0.00597","9","9","0","75.7252725683185","0.346871734496041","15.5345911949686","19.8438096388539","20","20","0.09438","0.6","0.05"
"298151","18031349","DVZ9408","2025-05-26T14:32:36","60","RCL","MT5","247","1000000","1015636.15","1.56","6.18","1695.99","0.00461","11","11","0","75.7241775485972","0.310303298744816","15.5345911949686","19.8792830548838","20","20","0.09435","0.46","0.05"
"327937","18031349","PSR7110","2025-06-01T10:21:02","60","STA","MT5","247","1000000","1019268.57","1.93","13.74","4156.27","0.00745","5","5","0","75.7215749554701","0.381705636602763","15.5345911949686","19.8052781238988","20","20","0.0945","0.75","0.05"
"310047","18031349","IZH4162","2025-05-28T12:46:05","60","PRM","MT5","247","1000000","971165.94","7.83","8.01","5283.67","0.052","15","14","1","75.7214728352175","1.5070827930017","15.5345911949686","18.6797988472472","20","20","0.09777","5.2","0.26"
"630867","95181184","KBN3530","2025-11-05T15:10:58","60","AMD","MT5","254","10000","10000","14.27","26.1","40.31","0.12039","36","32","4","75.7178774553721","2.66780765366176","15.9748427672956","17.0752270344147","20","20","0.09895","10.94","0.5"
"369357","18031349","YFK6999","2025-06-09T09:47:06","60","SAPPE","MT5","247","1000000","590371.31","8.9","3.89","9618.98","0.06033","8","7","1","75.715826603751","1.7046699666578","15.5345911949686","18.4765654421246","20","20","0.09821","5.99","1.17"
"630595","95181184","CKW8308","2025-11-05T14:07:04","60","AMD","MT5","254","10000","10000","13.68","25.15","39.75","0.11632","35","31","4","75.7061730428801","2.56459225991715","15.9748427672956","17.1667380156674","20","20","0.09866","10.54","0.5"
"323223","18031349","NGZ1896","2025-05-30T12:25:29","60","BTG","MT5","247","1000000","831534.6","3.54","4.97","2995.19","0.02032","12","11","1","75.7030125699313","0.695072704320751","15.5345911949686","19.473348670642","20","20","0.09539","2.01","0.36"
"583279","95181184","ASQ6540","2025-09-24T16:17:16","60","AAPL","MT5","254","10000","10193.83","1.99","13.8","24.77","0.02604","8","7","1","75.6957461089426","0.393287648933665","15.9748427672956","19.3276156927134","20","20","0.09293","2.6","0.15"
"362158","18031349","GZN8757","2025-06-07T12:52:11","60","PR9","MT5","247","1000000","999683.73","4.39","64.73","22875.9","0.02708","2","2","0","75.6947897062126","0.858962270531541","15.5345911949686","19.3012362407125","20","20","0.09577","2.71","0.06"
"349628","18031349","TLU2049","2025-06-06T08:40:22","60","BA","MT5","247","1000000","1019743.5","1.97","40.31","10122.9","0.00887","2","2","0","75.6939927254595","0.391022501678283","15.5345911949686","19.7683790288127","20","20","0.09443","0.89","0.02"
"345457","18031349","ZCN0500","2025-06-05T10:57:07","60","ROJNA","MT5","247","1000000","1015669.77","1.57","5.79","1457.27","0.00624","13","13","0","75.6823311809678","0.31096533590371","15.5345911949686","19.8367746500955","20","20","0.09419","0.62","0.03"
"311235","18031349","JYQ8292","2025-05-28T15:07:19","60","CK","MT5","247","1000000","929013.03","3.13","8.57","2592.34","0.01812","15","15","0","75.6809386809304","0.616655535980051","15.5345911949686","19.5296919499818","20","20","0.09514","1.81","0.07"
"299274","18031349","EUV4289","2025-05-26T15:02:08","60","RCL","MT5","247","1000000","864944.95","7.58","15.59","19777.1","0.05228","4","3","1","75.6696495452346","1.46212705686787","15.5345911949686","18.6729312933982","20","20","0.09755","5.23","0.27"
"343013","18031349","XDK6164","2025-06-05T08:51:29","60","TASCO","MT5","247","1000000","942305.17","4.19","5.71","10401.6","0.02654","4","3","1","75.6695787933691","0.820058826967808","15.5345911949686","19.3149287714327","20","20","0.09563","2.65","0.63"
"315811","18031349","MHU1471","2025-05-29T13:49:48","60","TASCO","MT5","247","1000000","831397.33","2.87","2.75","2349.51","0.01684","12","11","1","75.6628107382539","0.565671051260145","15.5345911949686","19.5625484920252","20","20","0.09495","1.68","1.04"
"330207","18031349","QWP4252","2025-06-01T13:26:26","60","BA","MT5","247","1000000","935756.49","3.93","3.81","1243.19","0.02511","31","30","1","75.6559376534567","0.770110880385022","15.5345911949686","19.3512355781031","20","20","0.0955","2.51","0.15"
"142322","2003394","VKK9180","2025-03-27T17:11:03","60","CCET","MT5","243","1000000","773912","76.1","7.13","25324.2","0.31704","27","25","2","75.6429068851457","11.3170914380476","11.4622641509434","13.1889029826815","19.6746483134732","20","0.13905","31.7","3.73"
