window,seed,shift_weeks,classification,causal_state_qualified,donor_availability_semantics,target_index,target_weekday,target_weekday_index,target_valid_from_utc,target_valid_to_utc,target_native_datetime,target_native_state,target_representation,target_transition_server_date,unknown_selected_until_resume,resume_native_datetime,donor_index,donor_weekday,donor_weekday_index,donor_valid_from_utc,donor_valid_to_utc,donor_macro_state,donor_macro_as_of_utc,donor_macro_source_date,donor_macro_ri,donor_macro_confidence,donor_macro_coverage,donor_macro_missing_inputs,donor_macro_partial,donor_macro_flags,wrapped_at_weekday_stratum_seam,displacement_days,displacement_weeks,weekday_mismatch,cross_window,holdout_contact
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,251,1,35,2020-09-08T00:00:00Z,2020-09-09T00:00:00Z,2020.09.08 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,475,1,67,2021-04-20T00:00:00Z,2021-04-21T00:00:00Z,NEUTRAL,2021-04-20T00:00:00Z,2021-04-19,0.192,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,252,2,36,2020-09-09T00:00:00Z,2020-09-10T00:00:00Z,2020.09.09 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,476,2,68,2021-04-21T00:00:00Z,2021-04-22T00:00:00Z,NEUTRAL,2021-04-21T00:00:00Z,2021-04-20,0.115,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,253,3,36,2020-09-10T00:00:00Z,2020-09-11T00:00:00Z,2020.09.10 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,477,3,68,2021-04-22T00:00:00Z,2021-04-23T00:00:00Z,NEUTRAL,2021-04-22T00:00:00Z,2021-04-21,0.077,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,254,4,36,2020-09-11T00:00:00Z,2020-09-12T00:00:00Z,2020.09.11 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,478,4,68,2021-04-23T00:00:00Z,2021-04-24T00:00:00Z,NEUTRAL,2021-04-23T00:00:00Z,2021-04-22,0.077,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,255,5,36,2020-09-12T00:00:00Z,2020-09-13T00:00:00Z,2020.09.12 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,479,5,68,2021-04-24T00:00:00Z,2021-04-25T00:00:00Z,NEUTRAL,2021-04-24T00:00:00Z,2021-04-23,0.077,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,256,6,36,2020-09-13T00:00:00Z,2020-09-14T00:00:00Z,2020.09.13 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,480,6,68,2021-04-25T00:00:00Z,2021-04-26T00:00:00Z,NEUTRAL,2021-04-25T00:00:00Z,2021-04-24,0.077,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,257,0,36,2020-09-14T00:00:00Z,2020-09-15T00:00:00Z,2020.09.14 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,481,0,68,2021-04-26T00:00:00Z,2021-04-27T00:00:00Z,NEUTRAL,2021-04-26T00:00:00Z,2021-04-25,0.077,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,258,1,36,2020-09-15T00:00:00Z,2020-09-16T00:00:00Z,2020.09.15 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,482,1,68,2021-04-27T00:00:00Z,2021-04-28T00:00:00Z,NEUTRAL,2021-04-27T00:00:00Z,2021-04-26,0.385,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,259,2,37,2020-09-16T00:00:00Z,2020-09-17T00:00:00Z,2020.09.16 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,483,2,69,2021-04-28T00:00:00Z,2021-04-29T00:00:00Z,NEUTRAL,2021-04-28T00:00:00Z,2021-04-27,0.385,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,260,3,37,2020-09-17T00:00:00Z,2020-09-18T00:00:00Z,2020.09.17 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,484,3,69,2021-04-29T00:00:00Z,2021-04-30T00:00:00Z,NEUTRAL,2021-04-29T00:00:00Z,2021-04-28,0.385,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,261,4,37,2020-09-18T00:00:00Z,2020-09-19T00:00:00Z,2020.09.18 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,485,4,69,2021-04-30T00:00:00Z,2021-05-01T00:00:00Z,NEUTRAL,2021-04-30T00:00:00Z,2021-04-29,0.385,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,262,5,37,2020-09-19T00:00:00Z,2020-09-20T00:00:00Z,2020.09.19 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,486,5,69,2021-05-01T00:00:00Z,2021-05-02T00:00:00Z,NEUTRAL,2021-05-01T00:00:00Z,2021-04-30,0.385,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,263,6,37,2020-09-20T00:00:00Z,2020-09-21T00:00:00Z,2020.09.20 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,487,6,69,2021-05-02T00:00:00Z,2021-05-03T00:00:00Z,NEUTRAL,2021-05-02T00:00:00Z,2021-05-01,0.385,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,264,0,37,2020-09-21T00:00:00Z,2020-09-22T00:00:00Z,2020.09.21 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,488,0,69,2021-05-03T00:00:00Z,2021-05-04T00:00:00Z,NEUTRAL,2021-05-03T00:00:00Z,2021-05-02,0.385,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,265,1,37,2020-09-22T00:00:00Z,2020-09-23T00:00:00Z,2020.09.22 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,489,1,69,2021-05-04T00:00:00Z,2021-05-05T00:00:00Z,NEUTRAL,2021-05-04T00:00:00Z,2021-05-03,0.385,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,266,2,38,2020-09-23T00:00:00Z,2020-09-24T00:00:00Z,2020.09.23 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,490,2,70,2021-05-05T00:00:00Z,2021-05-06T00:00:00Z,NEUTRAL,2021-05-05T00:00:00Z,2021-05-04,0.038,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,267,3,38,2020-09-24T00:00:00Z,2020-09-25T00:00:00Z,2020.09.24 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,491,3,70,2021-05-06T00:00:00Z,2021-05-07T00:00:00Z,NEUTRAL,2021-05-06T00:00:00Z,2021-05-05,0.346,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,268,4,38,2020-09-25T00:00:00Z,2020-09-26T00:00:00Z,2020.09.25 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,492,4,70,2021-05-07T00:00:00Z,2021-05-08T00:00:00Z,NEUTRAL,2021-05-07T00:00:00Z,2021-05-06,0.346,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,269,5,38,2020-09-26T00:00:00Z,2020-09-27T00:00:00Z,2020.09.26 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,493,5,70,2021-05-08T00:00:00Z,2021-05-09T00:00:00Z,NEUTRAL,2021-05-08T00:00:00Z,2021-05-07,0.385,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,270,6,38,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,2020.09.27 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,494,6,70,2021-05-09T00:00:00Z,2021-05-10T00:00:00Z,NEUTRAL,2021-05-09T00:00:00Z,2021-05-08,0.385,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,271,0,38,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,2020.09.28 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,495,0,70,2021-05-10T00:00:00Z,2021-05-11T00:00:00Z,NEUTRAL,2021-05-10T00:00:00Z,2021-05-09,0.385,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,272,1,38,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,2020.09.29 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,496,1,70,2021-05-11T00:00:00Z,2021-05-12T00:00:00Z,NEUTRAL,2021-05-11T00:00:00Z,2021-05-10,0.346,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,273,2,39,2020-09-30T00:00:00Z,2020-10-01T00:00:00Z,2020.09.30 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,497,2,71,2021-05-12T00:00:00Z,2021-05-13T00:00:00Z,NEUTRAL,2021-05-12T00:00:00Z,2021-05-11,0.154,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,274,3,39,2020-10-01T00:00:00Z,2020-10-02T00:00:00Z,2020.10.01 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,498,3,71,2021-05-13T00:00:00Z,2021-05-14T00:00:00Z,NEUTRAL,2021-05-13T00:00:00Z,2021-05-12,-0.038,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,275,4,39,2020-10-02T00:00:00Z,2020-10-03T00:00:00Z,2020.10.02 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,499,4,71,2021-05-14T00:00:00Z,2021-05-15T00:00:00Z,NEUTRAL,2021-05-14T00:00:00Z,2021-05-13,-0.077,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,276,5,39,2020-10-03T00:00:00Z,2020-10-04T00:00:00Z,2020.10.03 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,500,5,71,2021-05-15T00:00:00Z,2021-05-16T00:00:00Z,NEUTRAL,2021-05-15T00:00:00Z,2021-05-14,0.038,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,277,6,39,2020-10-04T00:00:00Z,2020-10-05T00:00:00Z,2020.10.04 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,501,6,71,2021-05-16T00:00:00Z,2021-05-17T00:00:00Z,NEUTRAL,2021-05-16T00:00:00Z,2021-05-15,0.038,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,278,0,39,2020-10-05T00:00:00Z,2020-10-06T00:00:00Z,2020.10.05 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,502,0,71,2021-05-17T00:00:00Z,2021-05-18T00:00:00Z,NEUTRAL,2021-05-17T00:00:00Z,2021-05-16,0.038,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,279,1,39,2020-10-06T00:00:00Z,2020-10-07T00:00:00Z,2020.10.06 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,503,1,71,2021-05-18T00:00:00Z,2021-05-19T00:00:00Z,NEUTRAL,2021-05-18T00:00:00Z,2021-05-17,0.038,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,280,2,40,2020-10-07T00:00:00Z,2020-10-08T00:00:00Z,2020.10.07 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,504,2,72,2021-05-19T00:00:00Z,2021-05-20T00:00:00Z,NEUTRAL,2021-05-19T00:00:00Z,2021-05-18,-0.115,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,281,3,40,2020-10-08T00:00:00Z,2020-10-09T00:00:00Z,2020.10.08 03:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,505,3,72,2021-05-20T00:00:00Z,2021-05-21T00:00:00Z,RISK_OFF,2021-05-20T00:00:00Z,2021-05-19,-0.308,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,282,4,40,2020-10-09T00:00:00Z,2020-10-10T00:00:00Z,2020.10.09 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,506,4,72,2021-05-21T00:00:00Z,2021-05-22T00:00:00Z,NEUTRAL,2021-05-21T00:00:00Z,2021-05-20,-0.115,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,283,5,40,2020-10-10T00:00:00Z,2020-10-11T00:00:00Z,2020.10.10 03:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,507,5,72,2021-05-22T00:00:00Z,2021-05-23T00:00:00Z,RISK_OFF,2021-05-22T00:00:00Z,2021-05-21,-0.308,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,284,6,40,2020-10-11T00:00:00Z,2020-10-12T00:00:00Z,2020.10.11 03:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,508,6,72,2021-05-23T00:00:00Z,2021-05-24T00:00:00Z,RISK_OFF,2021-05-23T00:00:00Z,2021-05-22,-0.308,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,285,0,40,2020-10-12T00:00:00Z,2020-10-13T00:00:00Z,2020.10.12 03:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,509,0,72,2021-05-24T00:00:00Z,2021-05-25T00:00:00Z,RISK_OFF,2021-05-24T00:00:00Z,2021-05-23,-0.308,HIGH,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,286,1,40,2020-10-13T00:00:00Z,2020-10-14T00:00:00Z,2020.10.13 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,510,1,72,2021-05-25T00:00:00Z,2021-05-26T00:00:00Z,NEUTRAL,2021-05-25T00:00:00Z,2021-05-24,-0.077,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,287,2,41,2020-10-14T00:00:00Z,2020-10-15T00:00:00Z,2020.10.14 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,511,2,73,2021-05-26T00:00:00Z,2021-05-27T00:00:00Z,NEUTRAL,2021-05-26T00:00:00Z,2021-05-25,-0.154,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,288,3,41,2020-10-15T00:00:00Z,2020-10-16T00:00:00Z,2020.10.15 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,512,3,73,2021-05-27T00:00:00Z,2021-05-28T00:00:00Z,NEUTRAL,2021-05-27T00:00:00Z,2021-05-26,0.192,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,289,4,41,2020-10-16T00:00:00Z,2020-10-17T00:00:00Z,2020.10.16 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,513,4,73,2021-05-28T00:00:00Z,2021-05-29T00:00:00Z,NEUTRAL,2021-05-28T00:00:00Z,2021-05-27,0.231,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,290,5,41,2020-10-17T00:00:00Z,2020-10-18T00:00:00Z,2020.10.17 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,514,5,73,2021-05-29T00:00:00Z,2021-05-30T00:00:00Z,NEUTRAL,2021-05-29T00:00:00Z,2021-05-28,0.231,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,291,6,41,2020-10-18T00:00:00Z,2020-10-19T00:00:00Z,2020.10.18 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,515,6,73,2021-05-30T00:00:00Z,2021-05-31T00:00:00Z,NEUTRAL,2021-05-30T00:00:00Z,2021-05-29,0.154,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,292,0,41,2020-10-19T00:00:00Z,2020-10-20T00:00:00Z,2020.10.19 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,516,0,73,2021-05-31T00:00:00Z,2021-06-01T00:00:00Z,NEUTRAL,2021-05-31T00:00:00Z,2021-05-30,0.154,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,293,1,41,2020-10-20T00:00:00Z,2020-10-21T00:00:00Z,2020.10.20 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,517,1,73,2021-06-01T00:00:00Z,2021-06-02T00:00:00Z,NEUTRAL,2021-06-01T00:00:00Z,2021-05-31,0.154,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,294,2,42,2020-10-21T00:00:00Z,2020-10-22T00:00:00Z,2020.10.21 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,518,2,74,2021-06-02T00:00:00Z,2021-06-03T00:00:00Z,NEUTRAL,2021-06-02T00:00:00Z,2021-06-01,0.154,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,295,3,42,2020-10-22T00:00:00Z,2020-10-23T00:00:00Z,2020.10.22 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,519,3,74,2021-06-03T00:00:00Z,2021-06-04T00:00:00Z,NEUTRAL,2021-06-03T00:00:00Z,2021-06-02,0.231,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,296,4,42,2020-10-23T00:00:00Z,2020-10-24T00:00:00Z,2020.10.23 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,520,4,74,2021-06-04T00:00:00Z,2021-06-05T00:00:00Z,NEUTRAL,2021-06-04T00:00:00Z,2021-06-03,0.077,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,297,5,42,2020-10-24T00:00:00Z,2020-10-25T00:00:00Z,2020.10.24 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,521,5,74,2021-06-05T00:00:00Z,2021-06-06T00:00:00Z,NEUTRAL,2021-06-05T00:00:00Z,2021-06-04,0.077,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,298,6,42,2020-10-25T00:00:00Z,2020-10-26T00:00:00Z,2020.10.25 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,522,6,74,2021-06-06T00:00:00Z,2021-06-07T00:00:00Z,NEUTRAL,2021-06-06T00:00:00Z,2021-06-05,0,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,299,0,42,2020-10-26T00:00:00Z,2020-10-27T00:00:00Z,2020.10.26 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,523,0,74,2021-06-07T00:00:00Z,2021-06-08T00:00:00Z,NEUTRAL,2021-06-07T00:00:00Z,2021-06-06,0.192,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,300,1,42,2020-10-27T00:00:00Z,2020-10-28T00:00:00Z,2020.10.27 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,524,1,74,2021-06-08T00:00:00Z,2021-06-09T00:00:00Z,NEUTRAL,2021-06-08T00:00:00Z,2021-06-07,-0.154,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,301,2,43,2020-10-28T00:00:00Z,2020-10-29T00:00:00Z,2020.10.28 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,525,2,75,2021-06-09T00:00:00Z,2021-06-10T00:00:00Z,NEUTRAL,2021-06-09T00:00:00Z,2021-06-08,0,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,302,3,43,2020-10-29T00:00:00Z,2020-10-30T00:00:00Z,2020.10.29 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,526,3,75,2021-06-10T00:00:00Z,2021-06-11T00:00:00Z,NEUTRAL,2021-06-10T00:00:00Z,2021-06-09,0.077,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,303,4,43,2020-10-30T00:00:00Z,2020-10-31T00:00:00Z,2020.10.30 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,527,4,75,2021-06-11T00:00:00Z,2021-06-12T00:00:00Z,NEUTRAL,2021-06-11T00:00:00Z,2021-06-10,0.077,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,304,5,43,2020-10-31T00:00:00Z,2020-11-01T00:00:00Z,2020.10.31 03:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,528,5,75,2021-06-12T00:00:00Z,2021-06-13T00:00:00Z,NEUTRAL,2021-06-12T00:00:00Z,2021-06-11,0.231,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,305,6,43,2020-11-01T00:00:00Z,2020-11-02T00:00:00Z,2020.11.01 00:00,UNKNOWN,TRANSITION_UNKNOWN_BOUNDARY_MARKER,2020-11-01,True,2020.11.02 02:00,529,6,75,2021-06-13T00:00:00Z,2021-06-14T00:00:00Z,NEUTRAL,2021-06-13T00:00:00Z,2021-06-12,0.231,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,306,0,43,2020-11-02T00:00:00Z,2020-11-03T00:00:00Z,2020.11.02 02:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,530,0,75,2021-06-14T00:00:00Z,2021-06-15T00:00:00Z,NEUTRAL,2021-06-14T00:00:00Z,2021-06-13,0.115,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,307,1,43,2020-11-03T00:00:00Z,2020-11-04T00:00:00Z,2020.11.03 02:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,531,1,75,2021-06-15T00:00:00Z,2021-06-16T00:00:00Z,NEUTRAL,2021-06-15T00:00:00Z,2021-06-14,0.192,MED,8/8,,false,,False,224,32,0,0,0
BWD,2026092504,-32,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,308,2,44,2020-11-04T00:00:00Z,2020-11-05T00:00:00Z,2020.11.04 02:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,532,2,76,2021-06-16T00:00:00Z,2021-06-17T00:00:00Z,NEUTRAL,2021-06-16T00:00:00Z,2021-06-15,-0.077,MED,8/8,,false,,False,224,32,0,0,0
